ID,MediaMasterID,ClassificationID
1062,4564,1
1063,5835,1
1064,4315,1
1065,3019,1
1066,2104,1
1067,3055,1
1068,4257,1
1069,4202,1
1070,4184,1
1071,5379,1
1072,5466,1
1073,5502,1
1074,4667,1
1075,282,1
1076,1898,1
1077,244,1
1078,5922,1
1079,1000,1
1080,5539,1
1081,4377,1
1083,192,1
1084,5981,1
1085,5837,1
1086,5377,1
1087,5426,1
1088,5353,1
1089,5321,1
1090,5504,1
1091,4345,1
1092,3103,1
1093,1338,1
1094,247,1
1095,5854,1
1096,4197,1
1097,4208,1
1098,1903,1
1099,5818,1
1100,5461,1
1101,5172,1
1102,325,1
1103,5493,1
1104,5930,1
1105,4597,1
1106,5874,1
1107,1086,1
1108,141,1
1109,5512,1
1110,1916,1
1111,305,1
1112,5838,1
1113,5653,1
1114,4634,1
1115,125,1
1116,3045,1
1117,3054,1
1118,336,1
1119,1475,1
1120,2805,1
1121,6045,1
1122,5588,1
1123,349,1
1124,2404,1
1125,6157,1
1126,2457,1
1127,4427,1
1128,4459,1
1129,4946,1
1130,1542,1
1131,5806,1
1132,383,1
1133,429,1
1134,1363,1
1135,4985,1
1136,5159,1
1137,4998,1
1138,4891,1
1139,2643,1
1140,2846,1
1141,363,1
1142,344,1
1143,1605,1
1144,4435,1
1145,4770,1
1146,5072,1
1147,5732,1
1148,5528,1
1149,341,1
1150,4882,1
1151,377,1
1152,5789,1
1153,5605,1
1154,6119,1
1155,4397,1
1156,6122,1
1157,1616,1
1158,391,1
1159,4446,1
1160,677,1
1161,6193,1
1162,488,1
1163,4708,1
1164,5718,1
1165,5597,1
1166,6182,1
1167,6175,1
1168,4418,1
1169,808,1
1170,5557,1
1171,430,1
1172,4420,1
1173,5670,1
1174,5611,1
1175,4707,1
1176,371,1
1177,2535,1
1178,2794,1
1179,607,1
1180,5609,1
1181,2442,1
1182,4393,1
1183,6124,1
1184,5812,1
1185,4404,1
1187,4774,1
1188,5780,1
1189,1377,1
1190,2396,1
1191,1528,1
1192,1650,1
1193,6189,1
1194,4440,1
1195,4471,1
1196,611,1
1197,5688,1
1198,5545,1
1199,4875,1
1200,4909,1
1201,5631,1
1202,545,1
1203,5596,1
1204,2432,1
1205,2713,1
1207,1431,1
1208,861,1
1209,4415,1
1210,1373,1
1211,4740,1
1212,6166,1
1213,6020,1
1214,6109,1
1215,5692,1
1216,5548,1
1217,779,1
1218,4949,1
1219,5745,1
1220,2767,1
1221,6087,1
1222,6185,1
1224,6136,1
1225,5602,1
1227,5693,1
1228,215,1
1229,1554,1
1230,4744,1
1231,2698,1
1232,4827,1
1233,6138,1
1234,4403,1
1235,5727,1
1236,5717,1
1237,298,1
1238,760,1
1239,432,1
1240,608,1
1241,4855,1
1242,4765,1
1243,657,1
1244,4465,1
1245,339,1
1246,5809,1
1247,5662,1
1248,5603,1
1249,4425,1
1250,395,1
1251,5813,1
1252,361,1
1253,4986,1
1254,5142,1
1255,4703,1
1256,5716,1
1257,4978,1
1258,334,1
1259,2502,1
1260,5762,1
1262,4412,1
1263,1740,1
1264,5750,1
1265,1564,1
1266,2400,1
1267,4825,1
1268,4742,1
1269,456,1
1270,621,1
1271,5781,1
1272,1501,1
1273,345,1
1274,487,1
1275,4823,1
1276,4865,1
1277,2824,1
1278,5623,1
1279,5617,1
1280,5679,1
1281,680,1
1282,1430,1
1283,5768,1
1284,4862,1
1285,6111,1
1286,6200,1
1287,2820,1
1288,767,1
1289,4410,1
1290,4408,1
1291,743,1
1292,4779,1
1293,6187,1
1294,471,1
1295,5543,1
1296,5741,1
1297,899,1
1298,4860,1
1299,4903,1
1300,4750,1
1301,2401,1
1302,2341,1
1303,4917,1
1304,6180,1
1305,2517,1
1306,2386,1
1307,5681,1
1308,1367,1
1309,4851,1
1310,211,1
1311,4755,1
1312,4762,1
1313,4764,1
1314,5690,1
1315,4775,1
1316,5784,1
1317,4401,1
1318,4447,1
1319,4833,1
1320,4864,1
1321,4445,1
1322,4422,1
1323,5765,1
1324,4416,1
1325,5689,1
1326,6154,1
1327,4958,1
1328,6118,1
1329,442,1
1330,4721,1
1331,6140,1
1332,2366,1
1333,2856,1
1334,4798,1
1335,6160,1
1336,5657,1
1337,6060,1
1338,5737,1
1339,574,1
1340,4796,1
1341,4908,1
1342,6186,1
1343,1407,1
1344,1596,1
1345,633,1
1346,4719,1
1347,906,1
1348,4430,1
1349,4462,1
1350,4889,1
1351,6149,1
1352,6144,1
1353,1459,1
1354,2821,1
1355,753,1
1356,4912,1
1357,2543,1
1358,2812,1
1359,4878,1
1360,5599,1
1361,4769,1
1362,5735,1
1363,5680,1
1364,4959,1
1365,2521,1
1366,4704,1
1367,5669,1
1368,5752,1
1369,4979,1
1370,5089,1
1371,6061,1
1372,569,1
1373,5527,1
1374,5767,1
1375,1416,1
1376,5676,1
1377,2498,1
1378,4832,1
1379,738,1
1380,4782,1
1381,4749,1
1382,4712,1
1383,2271,1
1384,4956,1
1385,4993,1
1386,5547,1
1387,5559,1
1388,420,1
1389,811,1
1390,4715,1
1391,6085,1
1392,374,1
1393,448,1
1395,5161,1
1396,4792,1
1397,5615,1
1398,6164,1
1399,1612,1
1400,601,1
1401,4472,1
1402,348,1
1403,5759,1
1404,732,1
1405,6198,1
1406,1404,1
1408,4424,1
1409,5549,1
1410,5782,1
1411,2322,1
1412,5625,1
1413,4955,1
1414,4919,1
1415,4892,1
1416,6103,1
1417,786,1
1418,5071,1
1419,459,1
1420,4881,1
1421,536,1
1422,4716,1
1423,365,1
1424,4793,1
1425,5674,1
1426,4735,1
1427,4474,1
1428,6203,1
1429,4819,1
1430,6184,1
1431,4738,1
1432,5544,1
1434,1358,1
1435,6152,1
1436,4911,1
1437,6171,1
1438,464,1
1439,5661,1
1440,1443,1
1441,4904,1
1442,477,1
1443,2850,1
1444,1362,1
1445,1543,1
1446,5655,1
1447,4947,1
1448,6051,1
1449,871,1
1450,4890,1
1451,423,1
1452,4856,1
1453,1529,1
1454,1643,1
1455,453,1
1456,362,1
1457,452,1
1458,5598,1
1459,4852,1
1460,4756,1
1461,6058,1
1462,4966,1
1463,5811,1
1464,2527,1
1465,4884,1
1466,2598,1
1467,5738,1
1468,4937,1
1469,482,1
1470,5701,1
1471,5678,1
1472,717,1
1473,2536,1
1474,2786,1
1475,2445,1
1476,2815,1
1477,469,1
1478,375,1
1479,806,1
1480,573,1
1481,5801,1
1482,4944,1
1483,4951,1
1484,1379,1
1485,2688,1
1486,1495,1
1487,6127,1
1488,358,1
1489,4879,1
1490,4913,1
1491,541,1
1492,4960,1
1493,1429,1
1494,652,1
1495,4929,1
1496,5761,1
1497,5556,1
1498,1544,1
1499,353,1
1500,4759,1
1501,4857,1
1502,4902,1
1503,815,1
1504,466,1
1505,747,1
1506,4463,1
1507,5763,1
1508,4702,1
1509,595,1
1510,5011,1
1511,570,1
1512,1393,1
1513,2615,1
1514,2843,1
1515,6113,1
1516,5810,1
1517,360,1
1518,4428,1
1519,4458,1
1520,2279,1
1521,4745,1
1522,1739,1
1523,4828,1
1524,1397,1
1525,4760,1
1526,4858,1
1527,4901,1
1528,1500,1
1529,1456,1
1530,4389,1
1531,446,1
1532,1664,1
1533,397,1
1534,1618,1
1535,6091,1
1536,5600,1
1537,5893,1
1538,4275,1
1539,4375,1
1540,135,1
1541,3057,1
1542,4189,1
1543,5421,1
1544,3025,1
1545,1233,1
1546,4571,1
1547,5505,1
1548,1926,1
1549,1896,1
1550,124,1
1551,5982,1
1552,1219,1
1553,5796,1
1554,4222,1
1555,4544,1
1556,4582,1
1557,4491,1
1558,4327,1
1559,259,1
1560,6032,1
1561,5909,1
1562,5450,1
1563,1841,1
1564,5169,1
1565,4228,1
1566,4212,1
1567,239,1
1568,5942,1
1569,5206,1
1570,4605,1
1571,4258,1
1572,3065,1
1573,3111,1
1574,1133,1
1575,972,1
1576,276,1
1577,5218,1
1578,146,1
1579,5832,1
1580,5951,1
1581,3052,1
1582,5168,1
1583,1041,1
1584,1775,1
1585,4187,1
1586,5337,1
1587,3011,1
1588,5473,1
1589,171,1
1590,1042,1
1591,5368,1
1592,4485,1
1593,5873,1
1594,6000,1
1595,4663,1
1596,6031,1
1597,4194,1
1598,227,1
1599,147,1
1600,2160,1
1601,5799,1
1602,5342,1
1603,1173,1
1604,4636,1
1605,4180,1
1606,4610,1
1607,6179,1
1608,1400,1
1609,4443,1
1610,352,1
1611,4705,1
1612,5526,1
1613,2444,1
1614,6199,1
1615,4713,1
1616,5725,1
1617,2423,1
1618,2732,1
1619,5627,1
1620,5591,1
1621,5043,1
1622,2759,1
1623,6165,1
1624,5613,1
1625,4785,1
1626,4846,1
1627,571,1
1628,4720,1
1629,521,1
1630,4438,1
1631,4467,1
1632,4797,1
1633,451,1
1634,4918,1
1635,467,1
1636,4385,1
1637,5656,1
1638,865,1
1639,5740,1
1640,707,1
1641,4863,1
1642,4763,1
1643,5114,1
1644,5691,1
1645,6158,1
1646,5601,1
1647,6096,1
1648,1551,1
1649,6128,1
1650,5590,1
1651,6086,1
1652,6192,1
1653,5802,1
1654,4915,1
1655,6133,1
1656,2625,1
1657,2834,1
1658,5751,1
1659,207,1
1660,1580,1
1661,2438,1
1662,5749,1
1663,6114,1
1664,5558,1
1665,4437,1
1666,4468,1
1667,436,1
1668,4933,1
1669,357,1
1670,5764,1
1671,2896,1
1672,4199,1
1673,4249,1
1674,5950,1
1675,5845,1
1676,5969,1
1677,4589,1
1678,5971,1
1679,4630,1
1680,1016,1
1681,5393,1
1682,2145,1
1683,4314,1
1684,154,1
1685,4495,1
1686,938,1
1687,5420,1
1688,4360,1
1689,4331,1
1690,194,1
1691,4652,1
1692,5831,1
1693,968,1
1694,4365,1
1695,4549,1
1696,5876,1
1697,4486,1
1698,120,1
1699,201,1
1700,4256,1
1701,229,1
1702,1138,1
1703,3090,1
1704,4620,1
1705,5476,1
1706,5335,1
1707,4566,1
1708,4627,1
1709,4347,1
1710,1861,1
1711,5498,1
1712,206,1
1713,4484,1
1714,4529,1
1715,149,1
1716,5875,1
1717,969,1
1718,4203,1
1719,5509,1
1720,2088,1
1721,5992,1
1722,5570,1
1723,5472,1
1724,4591,1
1725,6037,1
1726,1935,1
1727,4238,1
1728,5397,1
1729,4340,1
1730,4371,1
1731,4598,1
1732,5826,1
1733,5334,1
1734,5914,1
1735,4341,1
1736,4370,1
1737,4269,1
1738,5416,1
1739,5822,1
1740,5394,1
1741,228,1
1742,5824,1
1743,5488,1
1744,5508,1
1745,4592,1
1746,4255,1
1747,5456,1
1749,5478,1
1750,4196,1
1751,5794,1
1752,5654,1
1753,5339,1
1754,5983,1
1755,286,1
1756,5896,1
1757,203,1
1758,1188,1
1759,5464,1
1760,260,1
1761,1071,1
1762,1810,1
1763,4626,1
1764,4500,1
1765,4144,1
1766,5175,1
1767,5836,1
1768,1788,1
1769,151,1
1770,4664,1
1771,5865,1
1772,4195,1
1773,4176,1
1774,152,1
1775,320,1
1776,133,1
1777,1293,1
1778,5889,1
1779,1118,1
1780,1265,1
1781,5894,1
1782,2986,1
1783,4490,1
1784,106,1
1785,226,1
1786,261,1
1787,1986,1
1788,2878,1
1789,4534,1
1790,4565,1
1791,111,1
1793,4548,1
1794,4584,1
1795,1156,1
1796,4648,1
1797,5375,1
1798,5413,1
1800,1067,1
1801,6029,1
1802,4596,1
1803,5352,1
1804,5978,1
1805,2214,1
1806,5395,1
1807,4540,1
1808,4276,1
1809,5500,1
1810,4632,1
1811,2172,1
1812,4614,1
1813,195,1
1814,4559,1
1815,5433,1
1816,4383,1
1817,118,1
1818,1940,1
1819,5946,1
1820,4675,1
1821,4511,1
1822,5490,1
1823,5518,1
1824,5891,1
1825,4274,1
1826,4287,1
1827,4352,1
1828,4289,1
1829,3489,1
1830,4543,1
1831,4607,1
1832,5948,1
1833,5910,1
1834,225,1
1835,4640,1
1836,4671,1
1837,5463,1
1838,5482,1
1839,5492,1
1840,5941,1
1841,257,1
1842,130,1
1843,172,1
1844,5510,1
1845,1794,1
1846,113,1
1847,5581,1
1848,199,1
1849,5834,1
1850,4190,1
1851,4204,1
1852,4281,1
1853,4619,1
1854,205,1
1855,945,1
1856,109,1
1857,4494,1
1858,5815,1
1859,4551,1
1860,1082,1
1861,251,1
1862,1958,1
1863,4378,1
1864,5399,1
1865,4499,1
1866,4536,1
1867,4188,1
1868,5419,1
1869,5864,1
1870,5853,1
1871,1826,1
1872,241,1
1873,182,1
1874,4562,1
1875,4307,1
1876,1167,1
1877,5825,1
1878,5943,1
1879,4326,1
1880,5523,1
1881,4211,1
1882,150,1
1883,4185,1
1884,4583,1
1885,200,1
1886,105,1
1887,104,1
1888,4354,1
1889,4379,1
1890,4332,1
1891,4518,1
1892,4539,1
1893,252,1
1894,4358,1
1895,1996,1
1896,492,1
1897,5975,1
1898,2920,1
1899,5851,1
1900,4666,1
1901,4216,1
1902,4681,1
1903,1353,1
1904,5348,1
1905,134,1
1906,290,1
1907,5935,1
1908,3061,1
1909,1979,1
1910,5408,1
1911,5795,1
1912,4563,1
1913,185,1
1914,4608,1
1915,4631,1
1916,167,1
1917,1055,1
1918,5867,1
1919,304,1
1920,5451,1
1921,5423,1
1922,4260,1
1923,5398,1
1924,132,1
1925,6014,1
1926,4510,1
1927,1950,1
1928,4676,1
