"Code","Code2","Term"
6616,"E01/1472/2","NYON"
6617,"E01/1473/3","MUS�E ROMAIN [08/056]"
6618,"E01/0964/2","OLTEN"
6619,"E01/0965/3","HISTORISCHES MUSEUM [08/015]"
6620,"E01/1474/2","PREGNY-CHAMB�SY"
6621,"E01/1475/3","MUS�E DES SUISSES � L'�TRANGER [08/048]"
6622,"E01/0968/2","RIGGESBERG"
6623,"E01/0969/3","ABEGG-STIFTUNG BERN [08/016]"
6624,"E01/1476/2","SAINT-IMIER"
6625,"E01/1477/3","MUS�E MUNICIPAL [08/044]"
6626,"E01/0970/2","SCHAFFHAUSEN"
6627,"E01/0971/3","MUSEUM ZU ALLERHEILIGEN [08/017]"
6628,"E01/0972/2","SCH�NENWERD"
6629,"E01/0973/3","BALLY SCHUHMUSEUM [08/018]"
6630,"E01/0974/2","SION"
6631,"E01/0975/3","MUS�E CANTONAL D'ARCH�OLOGIE DU VALAIS [08/038]"
6632,"E01/1478/2","SOLOTHURN"
6633,"E01/1479/3","KUNSTHAUS [08/050]"
6634,"E01/1480/3","MUS�E D'HISTOIRE NATURELLE [08/051]"
6635,"E01/1481/2","TOUR-DE-PEILZ"
6636,"E01/1482/3","MUS�E SUISSE DU JEU [08/057]"
6637,"E01/0981/2","VEVEY"
6638,"E01/0982/3","MUS�E HISTORIQUE DU VIEUX-VEVEY [08/036]"
6639,"E01/0984/3","MUS�E SUISSE DU JEU [08/037]"
6640,"E01/0985/2","WINTERTHUR"
6641,"E01/0986/3","ANTIKENSAMMLUNG DES M�NZENKABINETTS [08/039]"
6642,"E01/1483/3","ETHNOGRAPHISCHE SAMMLUNG (NATURWISSENSCHAFTLICHE SAMMLUNGEN) [08/058]"
6643,"E01/0987/2","YVERDON"
6644,"E01/0988/3","MUS�E D'YVERDON [08/023]"
6645,"E01/0989/2","ZURICH"
6646,"E01/0990/3","ARCH�OLOGISCHE SAMMLUNG DER UNIVERSIT�T Z�RICH [08/024]"
6647,"E01/0992/3","KUNSTHAUS [08/026]"
6648,"E01/0993/3","MUSEUM RIETBERG [08/027]"
6649,"E01/0994/3","SCHWEIZERISCHES LANDESMUSEUM [08/028]"
6650,"E01/0996/1","SYRIA [52]"
6651,"E01/0997/2","ALEPPO"
6652,"E01/0998/3","ALEPPO NATIONAL MUSEUM [52/001]"
6653,"E01/0999/2","DAMASCUS"
6654,"E01/1000/3","NATIONAL MUSEUM [52/002]"
6655,"E01/1001/2","LATTAQIA"
6656,"E01/1002/3","RAS SHAMRA MUSEUM [52/003]"
6657,"E01/1003/1","TADJIKISTAN [66]"
6658,"E01/1004/2","DUSHANBE"
6659,"E01/1005/3","INSTITUTE OF HISTORY, ARCHAEOLOGY AND ETHNOGRAPHY OF THE ACADEMY OF SCIENCES OF TADJIKISTAN [66/001]"
6660,"E01/1009/1","TUNISIA [53]"
6661,"E01/1010/2","CARTHAGE"
6662,"E01/1011/3","MUS�E LAVIGERIE DE ST. LOUIS [53/001]"
6663,"E01/1012/2","TUNIS"
6664,"E01/1013/3","MUS�E NATIONAL DU BARDO [53/002]"
6665,"E01/1014/1","TURKEY [54]"
6666,"E01/1015/2","ANKARA"
6667,"E01/1016/3","MUSEUM OF ANATOLIAN CIVILISATIONS [54/001]"
6668,"E01/1017/2","ISTANBUL"
6669,"E01/1018/3","ANCIENT ORIENTAL MUSEUM [54/002]"
6670,"E01/1019/3","ARKEOLOJI MUZESI [54/003]"
6671,"E01/1020/2","SEL�UK"
6672,"E01/1021/3","EFES MUZESI [54/004]"
6673,"E01/1006/1","TURKMENIA [67]"
6674,"E01/1007/2","ASHKHABAD"
6675,"E01/1008/3","INSTITUTE OF HISTORY OF THE ACADEMY OF SCIENCES [67/001]"
6676,"E01/1022/1","U.S.A. [57]"
6677,"E01/1023/2","ANN ARBOR (MI)"
6678,"E01/1024/3","UNIVERSITY OF MICHIGAN, KELSEY MUSEUM OF ANCIENT AND MEDIAEVAL ARCHAEOLOGY [57/001]"
6679,"E01/1025/3","UNIVERSITY OF MICHIGAN, MUSEUM OF ART [57/002]"
6680,"E01/1509/2","ATLANTA (GA)"
6681,"E01/1510/3","EMORY UNIVERSITY MUSEUM [57/097]"
6682,"E01/1026/2","BALTIMORE (MD)"
6683,"E01/1027/3","JOHNS HOPKINS UNIVERSITY MUSEUM [57/003]"
6684,"E01/1028/3","MUSEUM OF ART [57/004]"
6685,"E01/1029/3","WALTERS ART GALLERY [57/017]"
6686,"E01/1030/2","BERKELEY (CA)"
6687,"E01/1031/3","PHOEBE APPERSON HEARST MUSEUM OF ANTHROPOLOGY [57/005]"
6688,"E01/1032/2","BERRIEN SPRINGS (MI)"
6689,"E01/1033/3","ANDREWS UNIVERSITY [57/006]"
6690,"E01/1034/2","BIRMINGHAM (AL)"
6691,"E01/1035/3","EGYPTIAN COLLECTION [57/007]"
6692,"E01/1036/2","BLOOMFIELD HILLS (MI)"
6693,"E01/1037/3","CRANBROOK INSTITUTE OF SCIENCE [57/008]"
6694,"E01/1038/2","BLOOMINGTON (IN)"
6695,"E01/1039/3","INDIANA UNIVERSITY ART MUSEUM [57/009]"
6696,"E01/1040/2","BOSTON (MA)"
6697,"E01/1041/3","MUSEUM OF FINE ARTS [57/010]"
6698,"E01/1042/2","BROOKLYN (NY)"
6699,"E01/1043/3","THE BROOKLYN MUSEUM [57/011]"
6700,"E01/1044/2","BRUNSWICK (ME)"
6701,"E01/1045/3","BOWDOIN COLLEGE MUSEUM OF ART [57/012]"
6702,"E01/1046/2","BRYN ATHYN (PA)"
6703,"E01/1047/3","MUSEUM OF THE ACADEMY OF THE NEW CHURCH [57/013]"
6704,"E01/1048/2","BUFFALO (NY)"
6705,"E01/1049/3","ALBRIGHT-KNOX ART GALLERY, THE BUFFALO FINE ARTS ACADEMY [57/014]"
6706,"E01/1050/3","BUFFALO AND ERIC COUNTY HISTORICAL SOCIETY MUSEUM [57/015]"
6707,"E01/1051/2","CAMBRIDGE (MA)"
6708,"E01/1052/3","FOGG ART MUSEUM, HARVARD UNIVERSITY [57/016]"
6709,"E01/1053/3","PEABODY MUSEUM OF ARCHAEOLOGY AND ETHNOLOGY [57/018]"
6710,"E01/1054/3","SEMITIC MUSEUM [57/019]"
6711,"E01/1055/2","CHAPEL HILL (NC)"
6712,"E01/1056/3","EGYPTIAN COLLECTION [57/020]"
6713,"E01/1057/2","CHARLESTON (SC)"
6714,"E01/1058/3","THE CHARLESTON MUSEUM [57/021]"
6715,"E01/1059/2","CHICAGO (IL)"
6716,"E01/1060/3","FIELD MUSEUM OF NATURAL HISTORY [57/022]"
6717,"E01/1061/3","GEORGE F. HARDING MUSEUM [57/023]"
6718,"E01/1062/3","ORIENTAL INSTITUTE MUSEUM [57/024]"
6719,"E01/1063/2","CINCINNATI (OH)"
6720,"E01/1064/3","CINCINNATI ART MUSEUM [57/025]"
6721,"E01/1065/2","CLEVELAND (OH)"
6722,"E01/1066/3","MUSEUM OF ART [57/026]"
6723,"E01/1067/3","MUSEUM OF THE WESTERN RESERVE HISTORICAL SOCIETY [57/027]"
6724,"E01/1068/2","COLUMBUS (OH)"
6725,"E01/1069/3","MUSEUM OF THE OHIO STATE ARCHAEOLOGICAL AND HISTORICAL SOCIETY [57/028]"
6726,"E01/1070/2","DALLAS (TX)"
6727,"E01/1071/3","MUSEUM OF FINE ARTS [57/029]"
6728,"E01/1072/2","DAYTON (OH)"
6729,"E01/1073/3","ART INSTITUTE [57/030]"
6730,"E01/1074/2","DENVER (CO)"
6731,"E01/1075/3","DENVER ART MUSEUM [57/031]"
6732,"E01/1076/2","DETROIT (MI)"
6733,"E01/1077/3","CLARK MUSEUM [57/032]"
6734,"E01/1078/3","INSTITUTE OF ARTS [57/033]"
6735,"E01/1079/2","EAST LANSING (MI)"
6736,"E01/1080/3","MICHIGAN STATE UNIVERSITY, KRESGE ART CENTER GALLERY [57/034]"
6737,"E01/1081/2","HANOVER (NH)"
6738,"E01/1082/3","DARTMOUTH COLLEGE MUSEUM AND GALLERIES [57/035]"
6739,"E01/1083/2","HARTFORD (CT)"
6740,"E01/1084/3","WADSWORTH ATHENEUM [57/036]"
6741,"E01/1180/2","HONOLULU (HI)"
6742,"E01/1181/3","HONOLULU ACADEMY OF ARTS [57/096]"
6743,"E01/1085/2","HOUSTON (TX)"
6744,"E01/1086/3","MUSEUM OF FINE ARTS [57/037]"
6745,"E01/1087/3","MUSEUM OF NATURAL SCIENCE [57/038]"
6746,"E01/1088/2","HUNTINGTON (NY)"
6747,"E01/1089/3","HECKSCHER MUSEUM [57/039]"
6748,"E01/1090/2","INDIANAPOLIS (IN)"
6749,"E01/1091/3","JOHN HERRON ART INSTITUTE [57/040]"
6750,"E01/1092/2","ITHACA (NY)"
6751,"E01/1093/3","CORNELL UNIVERSITY, MUSEUM OF ARCHAEOLOGY [57/041]"
6752,"E01/1094/2","JACKSONVILLE (FL)"
6753,"E01/1095/3","CUMMER GALLERY OF ART [57/042]"
6754,"E01/1096/2","KANSAS CITY (MO)"
6755,"E01/1097/3","UNIVERSITY OF KANSAS, THE SPENCER MUSEUM OF ART [57/043]"
6756,"E01/1098/2","LOUISVILLE (KY)"
6757,"E01/1099/3","THE J.B. SPEED ART MUSEUM [57/044]"
6758,"E01/1100/3","THE SOUTHERN BAPTIST THEOLOGICAL SEMINARY, EISENBERG MUSEUM [57/045]"
6759,"E01/1101/2","MANHEIM (PE)"
6760,"E01/1102/3","CATHOLIC UNIVERSITY [57/046]"
6761,"E01/1103/2","MEMPHIS (TN)"
6762,"E01/1104/3","MEMPHIS STATE UNIVERSITY [57/047]"
6763,"E01/1105/3","ZOOLOGICAL GARDEN [57/048]"
6764,"E01/1106/2","MILWAUKEE (WI)"
6765,"E01/1107/3","MILWAUKEE PUBLIC MUSEUM [57/049]"
6766,"E01/1108/2","MINNEAPOLIS (MI)"
6767,"E01/1109/3","THE MINNEAPOLIS INSTITUTE OF ARTS [57/050]"
6768,"E01/1110/3","WALKER ART CENTER [57/051]"
6769,"E01/1111/2","NEVADA CITY (CA)"
6770,"E01/1112/3","LANDS OF THE BIBLE MUSEUM [57/052]"
6771,"E01/1113/2","NEW BRUNSWICK (NJ)"
6772,"E01/1114/3","RUTGERS UNIVERSITY LIBRARY [57/053]"
6773,"E01/1115/2","NEW HAVEN (CT)"
6774,"E01/1116/3","YALE UNIVERSITY ART GALLERY [57/054]"
6775,"E01/1117/2","NEW YORK (NY)"
6776,"E01/1118/3","ALFRED UNIVERSITY, ALLEN STEINHEIM MUSEUM [57/055]"
6777,"E01/1119/3","AMERICAN MUSEUM OF NATURAL HISTORY [57/056]"
6778,"E01/1120/3","COLUMBIA UNIVERSITY [57/057]"
6779,"E01/1121/3","COOPER-HEWITT MUSEUM [57/058]"
6780,"E01/1122/3","INSTITUTE OF ART AND ARCHAEOLOGY [57/059]"
6781,"E01/1123/3","METROPOLITAN MUSEUM OF ART [57/060]"
6782,"E01/1124/3","PIERPONT MORGAN LIBRARY [57/061]"
6783,"E01/1125/3","QUEENS COLLEGE ART COLLECTION [57/062]"
6784,"E01/1126/2","NEWARK (DE)"
6785,"E01/1127/3","UNIVERSITY OF DELAWARE [57/063]"
6786,"E01/1128/2","NEWARK (NJ)"
6787,"E01/1129/3","NEWARK MUSEUM [57/064]"
6788,"E01/1132/2","NORTHAMPTON (MA)"
6789,"E01/1133/3","SMITH COLLEGE MUSEUM OF ART [57/066]"
6790,"E01/1134/2","OBERLIN (OH)"
6791,"E01/1135/3","ALLEN MEMORIAL ART MUSEUM [57/067]"
6792,"E01/1136/2","PHILADELPHIA (PA)"
6793,"E01/1137/3","COMMERCIAL MUSEUM [57/068]"
6794,"E01/1138/3","PHILADELPHIA MUSEUM OF ART [57/069]"
6795,"E01/1139/3","THE ROSENBACH MUSEUM AND LIBRARY [57/070]"
6796,"E01/1140/3","THE UNIVERSITY MUSEUM [57/071]"
6797,"E01/1141/2","PHOENIX (AZ)"
6798,"E01/1142/3","ART MUSEUM [57/072]"
6799,"E01/1143/2","PITTSBURGH (PA)"
6800,"E01/1144/3","THE CARNEGIE MUSEUM OF NATURAL HISTORY [57/073]"
6801,"E01/1145/2","PROVIDENCE (RI)"
6802,"E01/1146/3","MUSEUM OF ART, RHODE ISLAND SCHOOL OF DESIGN [57/074]"
6803,"E01/1147/2","RALEIGH (NC)"
6804,"E01/1148/3","NORTH CAROLINA MUSEUM OF ART [57/075]"
6805,"E01/1149/2","RICHMOND (VA)"
6806,"E01/1150/3","VIRGINIA MUSEUM OF FINE ARTS [57/076]"
6807,"E01/1151/2","ROCHESTER (NY)"
6808,"E01/1153/3","MEMORIAL ART GALLERY [57/078]"
6809,"E01/1152/3","ROCHESTER UNIVERSITY [57/077]"
6810,"E01/1154/2","SALEM (MA)"
6811,"E01/1155/3","PEABODY MUSEUM [57/079]"
6812,"E01/1156/2","SAN ANTONIO (TX)"
6813,"E01/1157/3","SAN ANTONIO MUSEUM ASSOCIATION [57/080]"
6814,"E01/1158/2","SAN DIEGO (CA)"
6815,"E01/1159/3","MUSEUM OF MAN [57/081]"
6816,"E01/1160/3","SAN DIEGO MUSEUM OF ART [57/082]"
6817,"E01/1161/2","SAN FRANCISCO (CA)"
6818,"E01/1162/3","M.H. DE YOUNG MEMORIAL MUSEUM [57/083]"
6819,"E01/1163/3","STATE UNIVERSITY [57/084]"
6820,"E01/1164/2","SAN JOSE (CA)"
6821,"E01/1165/3","ROSICRUCIAN EGYPTIAN MUSEUM AND ART GALLERY [57/085]"
6822,"E01/1166/2","ST. LOUIS (MO)"
6823,"E01/1167/3","WASHINGTON UNIVERSITY GALLERY OF ART, STEINBERG HALL [57/086]"
6824,"E01/1168/2","ST. PAUL (MN)"
6825,"E01/1169/3","THE SCIENCE MUSEUM OF MINNESOTA [57/087]"
6826,"E01/1170/2","URBANA CHAMPAIGN (IL)"
6827,"E01/1171/3","KRANNERT ART MUSEUM (UNIVERSITY OF ILLINOIS) [57/088]"
6828,"E01/1172/2","WASHINGTON (DC)"
6829,"E01/1173/3","CATHOLIC UNIVERSITY, GEORGETOWN UNIVERSITY COLLECTION [57/089]"
6830,"E01/1174/3","DUMBARTON OAKS RESEARCH LIBRARY AND COLLECTION [57/090]"
6831,"E01/1175/3","FREER GALLERY OF ART [57/091]"
6832,"E01/1176/3","HIRSHHORN MUSEUM AND SCULPTURE GALLERY [57/092]"
6833,"E01/1177/3","THE PHILIPS COLLECTION [57/093]"
6834,"E01/1178/3","UNITED STATES NATIONAL MUSEUM [57/094]"
6835,"E01/1179/3","WASHINGTON UNIVERSITY [57/095]"
6836,"E01/1182/1","UKRAINE [55]"
6837,"E01/1183/2","BAKHCHISARAI"
6838,"E01/1184/3","BAKHCHISARAI MUSEUM OF HISTORY AND ARCHAEOLOGY [55/001]"
6839,"E01/1185/2","DNAPROPETROVSK"
6840,"E01/1186/3","DNAPROPETROVSK MUSEUM OF HISTORY [55/002]"
6841,"E01/1187/2","EVPATORIA"
6842,"E01/1188/3","EVPATORIA REGIONAL MUSEUM [55/003]"
6843,"E01/1189/2","KIEV"
6844,"E01/1190/3","ARCHAEOLOGICAL MUSEUM OF ST. VLADIMIR UNIVERSITY [55/004]"
6845,"E01/1192/3","KIEV LAVRA MONASTERY [55/006]"
6846,"E01/1193/3","KIEV MUSEUM OF WESTERN AND EASTERN ART [55/007]"
6847,"E01/1191/3","STATE HISTORICAL MUSEUM OF UKRAINE [55/005]"
6848,"E01/1194/2","LVOV"
6849,"E01/1195/3","MUSEUM OF ETHNOGRAPHY AND HANDICRAFT OF UKRAINE [55/008]"
6850,"E01/1196/2","NIKOLAYEV"
6851,"E01/1197/3","NIKOLAYEV REGIONAL MUSEUM [55/009]"
6852,"E01/1198/2","ODESSA"
6853,"E01/1199/3","ODESSA ARCHAEOLOGICAL MUSEUM [55/010]"
6854,"E01/1200/2","POLTAVA"
6855,"E01/1201/3","POLTAVA REGIONAL MUSEUM [55/011]"
6856,"E01/1202/2","SEBASTOPOL"
6857,"E01/1203/3","KHERSONES STATE COLLECTION OF HISTORY AND ARCHAEOLOGY [55/012]"
6858,"E01/1204/2","SIMFEROPOL"
6859,"E01/1205/3","CRIMEA REGIONAL MUSEUM [55/013]"
6860,"E01/1206/1","UNITED KINGDOM [03]"
6861,"E01/1404/2","ABERDEEN"
6862,"E01/1405/3","ANTHROPOLOGICAL MUSEUM, UNIVERSITY OF ABERDEEN [03/114]"
6863,"E01/1207/2","ALTON"
6864,"E01/1208/3","THE CURTIS MUSEUM AND ALLEN GALLERY [03/016]"
6865,"E01/1209/2","BATH"
6866,"E01/1210/3","ROYAL LITERARY AND SCIENTIFIC INSTITUTE [03/017]"
6867,"E01/1211/2","BATLEY"
6868,"E01/1212/3","BAGSHAW MUSEUM [03/018]"
6869,"E01/1402/2","BELFAST"
6870,"E01/1403/3","ULSTER MUSEUM [03/113]"
6871,"E01/1213/2","BIRKENHEAD"
6872,"E01/1214/3","WILLIAMSON ART GALLERY AND MUSEUM [03/019]"
6873,"E01/1215/2","BIRMINGHAM"
6874,"E01/1216/3","BARBER INSTITUTE OF FINE ARTS [03/020]"
6875,"E01/1217/3","CITY MUSEUM AND ART GALLERY [03/021]"
6876,"E01/1218/3","THE UNIVERSITY OF BIRMINGHAM, DEPT. OF ANCIENT HISTORY & ARCHAEOLOGY [03/022]"
6877,"E01/1219/2","BLACKBURN"
6878,"E01/1220/3","BLACKBURN MUSEUM AND ART GALLERY [03/023]"
6879,"E01/1221/2","BOLTON"
6880,"E01/1222/3","BOLTON MUSEUM AND ART GALLERY [03/024]"
6881,"E01/1223/2","BOURNEMOUTH"
6882,"E01/1224/3","NATURAL SCIENCE SOCIETY MUSEUM [03/025]"
6883,"E01/1225/3","RUSSELL-COTES ART GALLERY AND MUSEUM [03/026]"
6884,"E01/1226/2","BRIGHTON"
6885,"E01/1227/3","ART GALLERY AND MUSEUM, NORTH GATE HOUSE [03/027]"
6886,"E01/1228/2","BRISTOL"
6887,"E01/1229/3","CITY OF BRISTOL MUSEUM AND ART GALLERY [03/028]"
6888,"E01/1230/2","BURNLEY"
6889,"E01/1231/3","TOWNELEY HALL ART GALLERY AND MUSEUMS [03/029]"
6890,"E01/1419/2","CAERLEON"
6891,"E01/1420/3","THE ROMAN LEGIONARY MUSEUM [03/122]"
6892,"E01/1232/2","CAMBRIDGE"
6893,"E01/1234/3","FACULTY OF ORIENTAL STUDIES [03/031]"
6894,"E01/1233/3","FITZWILLIAM MUSEUM [03/030]"
6895,"E01/1235/3","UNIVERSITY MUSEUM OF ARCHAEOLOGY AND ETHNOLOGY [03/032]"
6896,"E01/1511/3","GIRTON COLLEGE [03/127]"
6897,"E01/1236/2","CANTERBURY"
6898,"E01/1237/3","THE ROYAL MUSEUM AND ART GALLERY [03/033]"
6899,"E01/1238/2","CHELMSFORD"
6900,"E01/1239/3","CHELMSFORD AND ESSEX MUSEUM [03/034]"
6901,"E01/1512/2","CHIDDENGSTONE CASTLE"
6902,"E01/1513/3","COLLECTION OF DENYS EYRE BOWER [03/128]"
6903,"E01/1514/2","HIGHCLERE CASTLE"
6904,"E01/1515/3","EGYPTIAN COLLECTION [03/129]"
6905,"E01/1240/2","COLCHESTER"
6906,"E01/1241/3","THE HOLLYTREES MUSEUM [03/035]"
6907,"E01/1242/2","CROYDON"
6908,"E01/1243/3","CENTRAL LIBRARY [03/036]"
6909,"E01/1244/2","DERBY"
6910,"E01/1245/3","MUSEUMS AND ART GALLERY [03/037]"
6911,"E01/1246/2","DEWSBURY"
6912,"E01/1247/3","MUSEUM AND ART GALLERY [03/038]"
6913,"E01/1248/2","DORCHESTER"
6914,"E01/1249/3","DORSET COUNTY MUSEUM [03/039]"
6915,"E01/1406/2","DUNDEE"
6916,"E01/1407/3","DUNDEE ART GALLERIES AND MUSEUMS [03/115]"
6917,"E01/1250/2","DURHAM"
6918,"E01/1251/3","UNIVERSITY ORIENTAL MUSEUM [03/040]"
6919,"E01/1408/2","EDINBURGH"
6920,"E01/1409/3","ROYAL MUSEUM OF SCOTLAND [03/116]"
6921,"E01/1255/2","EXETER"
6922,"E01/1256/3","ROYAL ALBERT MEMORIAL MUSEUM [03/043]"
6923,"E01/1410/2","GLASGOW"
6924,"E01/1411/3","ART GALLERY AND MUSEUM [03/117]"
6925,"E01/1412/3","BURRELL COLLECTION [03/126]"
6926,"E01/1414/3","HUNTERIAN MUSEUM [03/119]"
6927,"E01/1257/2","GLOUCESTER"
6928,"E01/1258/3","CITY MUSEUM AND ART GALLERY [03/044]"
6929,"E01/1259/2","GODALMING"
6930,"E01/1260/3","CHARTERHOUSE SCHOOL MUSEUM [03/045]"
6931,"E01/1261/2","GRANTHAM"
6932,"E01/1262/3","EGYPTIAN COLLECTION [03/046]"
6933,"E01/1415/2","GREENOCK"
6934,"E01/1416/3","MACLEAN MUSEUM AND ART GALLERY [03/120]"
6935,"E01/1263/2","HALIFAX"
6936,"E01/1264/3","BANKFIELD MUSEUM [03/047]"
6937,"E01/1265/2","HARROGATE"
6938,"E01/1266/3","ROYAL PUMP ROOM MUSEUM [03/048]"
6939,"E01/1267/2","HARROW"
6940,"E01/1268/3","SCHOOL MUSEUM [03/049]"
6941,"E01/1269/2","HASLEMERE"
6942,"E01/1270/3","EDUCATIONAL MUSEUM [03/050]"
6943,"E01/1271/2","HASTINGS"
6944,"E01/1272/3","MUSEUM AND ART GALLERY [03/051]"
6945,"E01/1273/2","IPSWICH"
6946,"E01/1274/3","EGYPTIAN COLLECTION [03/052]"
6947,"E01/1275/2","JERSEY"
6948,"E01/1276/3","EGYPTIAN COLLECTION [03/112]"
6949,"E01/1277/2","KEIGHLEY"
6950,"E01/1278/3","CLIFFE CASTLE [03/053]"
6951,"E01/1279/2","KENDAL"
6952,"E01/1280/3","EGYPTIAN COLLECTION [03/054]"
6953,"E01/1516/2","KINGSTON LACY"
6954,"E01/1517/3","BANKES COLLECTION [03/130]"
6955,"E01/1281/2","LANCING"
6956,"E01/1282/3","LANCING COLLEGE [03/055]"
6957,"E01/1283/2","LEAMINGTON SPA"
6958,"E01/1284/3","WARWICK DISTRICT COUNCIL ART GALLERY AND MUSEUM [03/056]"
6959,"E01/1285/2","LEEDS"
6960,"E01/1286/3","CITY MUSEUM [03/057]"
6961,"E01/1287/2","LEICESTER"
6962,"E01/1288/3","LEICESTERSHIRE MUSEUM AND ART GALLERY [03/058]"
6963,"E01/1289/2","LINCOLN"
6964,"E01/1290/3","CITY AND COUNTY MUSEUM [03/059]"
6965,"E01/1291/2","LITTLEHAMPTON"
6966,"E01/1292/3","EGYPTIAN COLLECTION [03/060]"
6967,"E01/1293/2","LIVERPOOL"
6968,"E01/1294/3","LIVERPOOL MUSEUM [03/061]"
6969,"E01/1295/3","SCHOOL OF ARCHAEOLOGY AND ORIENTAL STUDIES [03/062]"
6970,"E01/1296/2","LONDON"
6971,"E01/1297/3","BRITISH MUSEUM [03/001]"
6972,"E01/1298/3","CENTRAL SCHOOL OF ARTS AND CRAFTS [03/002]"
6973,"E01/1299/3","CUMING MUSEUM [03/003]"
6974,"E01/1518/3","FREUD MUSEUM [03/131]"
6975,"E01/1300/3","HORNIMAN MUSEUM [03/004]"
6976,"E01/1301/3","ISLINGTON MUSEUM [03/005]"
6977,"E01/1302/3","PETRIE MUSEUM OF EGYPTIAN ARCHAEOLOGY [03/006]"
6978,"E01/1303/3","ROYAL ASIATIC SOCIETY [03/007]"
6979,"E01/1304/3","ROYAL COLLEGE OF PHYSICIANS [03/008]"
6980,"E01/1305/3","ROYAL COLLEGE OF SURGEONS MUSEUMS [03/009]"
6981,"E01/1307/3","SCIENCE MUSEUM [03/011]"
6982,"E01/1306/3","SIR JOHN SOANE'S MUSEUM [03/010]"
6983,"E01/1308/3","ST. PAUL'S SCHOOL MUSEUM [03/012]"
6984,"E01/1309/3","UNITED SERVICES MUSEUM [03/013]"
6985,"E01/1310/3","VICTORIA AND ALBERT MUSEUM [03/014]"
6986,"E01/1311/3","WELLCOME HISTORICAL MEDICAL MUSEUM [03/015]"
6987,"E01/1312/2","MACCLESFIELD"
6988,"E01/1313/3","WEST PARK MUSEUM AND ART GALLERY [03/063]"
6989,"E01/1314/2","MAIDSTONE"
6990,"E01/1315/3","MUSEUM AND ART GALLERY [03/064]"
6991,"E01/1316/2","MANCHESTER"
6992,"E01/1317/3","MANCHESTER MUSEUM [03/065]"
6993,"E01/1520/3","JOHN RYLANDS LIBRARY [03/133]"
6994,"E01/1519/3","WHITWORTH ART GALLERY [03/132]"
6995,"E01/1318/2","MIDDLESBOROUGH"
6996,"E01/1319/3","DORMAN MUSEUM [03/066]"
6997,"E01/1417/2","MONTROSE"
6998,"E01/1418/3","MONTROSE MUSEUM AND ART GALLERY [03/121]"
6999,"E01/1320/2","NEWBURY"
7000,"E01/1321/3","DISTRICT MUSEUM [03/067]"
7001,"E01/1322/2","NEWCASTLE-UPON-TYNE"
7002,"E01/1323/3","HANCOCK MUSEUM [03/068]"
7003,"E01/1324/3","MUSEUM OF ANTIQUITIES OF THE UNIVERSITY AND THE SOCIETY OF ANTIQUARIES [03/069]"
7004,"E01/1325/2","NORTHAMPTON"
7005,"E01/1326/3","CENTRAL MUSEUM AND ART GALLERY [03/070]"
7006,"E01/1327/2","NORWICH"
7007,"E01/1328/3","CASTLE MUSEUM [03/071]"
7008,"E01/1329/3","SAINSBURY CENTRE FOR VISUAL ARTS [03/072]"
7009,"E01/1330/2","NOTTINGHAM"
7010,"E01/1331/3","CITY MUSEUM AND ART GALLERY [03/073]"
7011,"E01/1332/2","OXFORD"
7012,"E01/1333/3","ASHMOLEAN MUSEUM [03/074]"
7013,"E01/1334/3","PITT RIVERS MUSEUM [03/075]"
7014,"E01/1335/3","QUEEN'S COLLEGE [03/076]"
7015,"E01/1336/2","PENZANCE"
7016,"E01/1337/3","MUSEUM OF NATURAL HISTORY AND ANTIQUARIAN SOCIETY [03/077]"
7017,"E01/1338/2","PLYMOUTH"
7018,"E01/1339/3","CITY MUSEUM AND ART GALLERY [03/078]"
7019,"E01/1340/2","PORT SUNLIGHT"
7020,"E01/1341/3","LADY LEVER ART GALLERY [03/079]"
7021,"E01/1342/2","READING"
7022,"E01/1343/3","MUSEUM AND ART GALLERY [03/080]"
7023,"E01/1344/3","THE URE MUSEUM OF GREEK ARCHAEOLOGY [03/081]"
7024,"E01/1345/2","ROCHDALE"
7025,"E01/1346/3","ROCHDALE MUSEUM [03/082]"
7026,"E01/1347/2","ROSSENDALE"
7027,"E01/1348/3","EGYPTIAN COLLECTION [03/083]"
7028,"E01/1349/2","ROTHERHAM"
7029,"E01/1350/3","ROTHERHAM MUSEUM [03/084]"
7030,"E01/1351/2","RUGBY"
7031,"E01/1352/3","RUGBY SCHOOL, ART MUSEUM [03/085]"
7032,"E01/1353/2","SAFFRON WALDEN"
7033,"E01/1354/3","SAFFRON WALDEN MUSEUM [03/086]"
7034,"E01/1355/2","SALFORD"
7035,"E01/1356/3","SALFORD MUSEUM AND ART GALLERY [03/087]"
7036,"E01/1357/2","SALISBURY"
7037,"E01/1358/3","SALISBURY AND SOUTH WILTSHIRE MUSEUM [03/088]"
7038,"E01/1359/2","SCARBOROUGH"
7039,"E01/1360/3","KING RICHARD II HOUSE [03/089]"
7040,"E01/1361/2","SHEFFIELD"
7041,"E01/1362/3","SHEFFIELD CITY MUSEUM [03/090]"
7042,"E01/1367/2","STOCKPORT"
7043,"E01/1368/3","STOCKPORT MUSEUM [03/093]"
7044,"E01/1363/2","ST. ALBANS"
7045,"E01/1364/3","MUSEUM OF ST. ALBANS [03/091]"
7046,"E01/1365/2","ST. HELENS"
7047,"E01/1521/3","PILKINGTON GLASS MUSEUM [03/134]"
7048,"E01/1366/3","ST. HELENS MUSEUM AND ART GALLERY [03/092]"
