"Code","Code2","Term"
9689,"E08/0508/2","CROCODILE WITH HEAD OF FALCON"
9690,"E08/0509/2","EEL WITH HUMAN HEAD"
9691,"E08/0525/2","GRIFFIN"
9692,"E08/0490/2","HYBRID BIRD"
9693,"E08/0491/3","BIRD WITH HEAD OF RAM"
9694,"E08/0492/3","BIRD WITH HUMAN HEAD"
9695,"E08/0493/4","BA-BIRD"
9696,"E08/0494/4","FALCON WITH HUMAN HEAD"
9697,"E08/0495/3","UNSPECIFIED HYBRID BIRD"
9698,"E08/0511/2","HYBRID SCARAB"
9699,"E08/0514/3","SCARAB WITH HEAD OF FALCON"
9700,"E08/0513/3","SCARAB WITH HEAD OF RAM"
9701,"E08/0512/3","SCARAB WITH HUMAN HEAD"
9702,"E08/0515/3","UNSPECIFIED HYBRID SCARAB"
9703,"E08/0496/2","HYBRID SERPENT"
9704,"E08/0503/3","SERPENT WITH HEAD OF FALCON"
9705,"E08/0504/3","SERPENT WITH HEAD OF GOOSE"
9706,"E08/0497/3","SERPENT WITH HEAD OF HORSE"
9707,"E08/0498/3","SERPENT WITH HEAD OF LION"
9708,"E08/0499/3","SERPENT WITH HUMAN HEAD"
9709,"E08/0502/4","SERPENT WITH BUST OF WOMAN"
9710,"E08/0500/4","SERPENT WITH HEAD OF MAN"
9711,"E08/0501/4","SERPENT WITH HEAD OF WOMAN"
9712,"E08/0505/3","SERPENT WITH LEGS"
9713,"E08/0506/3","WINGED SERPENT"
9714,"E08/0507/3","UNSPECIFIED HYBRID SERPENT"
9715,"E08/0510/2","SCORPION WITH HEAD OF WOMAN"
9716,"E08/0516/2","SPHINX"
9717,"E08/0520/3","SPHINX WITH HEAD OF FALCON"
9718,"E08/0522/3","SPHINX WITH HEAD OF RAM"
9719,"E08/0519/3","SPHINX WITH HEAD OF SETH"
9720,"E08/0521/3","SPHINX WITH HEAD OF WOMAN"
9721,"E08/0517/3","SPHINX WITH HUMAN HEAD"
9722,"E08/0518/4","ROYAL SPHINX"
9723,"E08/0523/3","WINGED SPHINX"
9724,"E08/0524/3","UNSPECIFIED SPHINX"
9725,"E08/0527/2","THE 'DEVOURER'(am-mwt)"
9726,"E08/0528/2","UNSPECIFIED HYBRID ANIMAL"
9727,"E08/0666/1","OBJECT (SEE THES 02 - CATEGORY)"
9728,"E08/0338/1","POSITION"
9729,"E08/0350/2","ABOVE"
9730,"E08/0385/2","AT THE BOTTOM"
9731,"E08/0356/2","BACK SIDE"
9732,"E08/0365/2","BEHIND"
9733,"E08/0351/2","BELOW"
9734,"E08/0355/2","FRONT SIDE"
9735,"E08/0361/2","IN"
9736,"E08/0352/2","IN BETWEEN"
9737,"E08/0364/2","IN FRONT"
9738,"E08/0347/2","IN THE CENTRE"
9739,"E08/0367/2","INSIDE"
9740,"E08/0348/2","LEFT"
9741,"E08/0357/2","LEFT SIDE"
9742,"E08/0360/2","LOWER SIDE"
9743,"E08/0362/2","ON"
9744,"E08/0370/2","ON A LARGE SCALE"
9745,"E08/0369/2","ON A SMALL SCALE"
9746,"E08/0339/2","ON THE ARCH"
9747,"E08/0377/2","ON THE ARMS"
9748,"E08/0374/2","ON THE BACK"
9749,"E08/0382/2","ON THE BASE"
9750,"E08/0383/2","ON THE BASIN"
9751,"E08/0376/2","ON THE BREAST"
9752,"E08/0380/2","ON THE FEET"
9753,"E08/0371/2","ON THE HEAD"
9754,"E08/0386/2","ON THE LEFT SLAB"
9755,"E08/0379/2","ON THE LEGS"
9756,"E08/0384/2","ON THE LID"
9757,"E08/0373/2","ON THE NECK"
9758,"E08/0387/2","ON THE RIGHT SLAB"
9759,"E08/0375/2","ON THE SHOULDERS"
9760,"E08/0388/2","ON THE SIDES"
9761,"E08/0378/2","ON THE STOMACH"
9762,"E08/0368/2","OUTSIDE"
9763,"E08/0353/2","RECTO"
9764,"E08/0340/2","REGISTER 1"
9765,"E08/0341/2","REGISTER 2"
9766,"E08/0342/2","REGISTER 3"
9767,"E08/0343/2","REGISTER 4"
9768,"E08/0344/2","REGISTER 5"
9769,"E08/0345/2","REGISTER 6"
9770,"E08/0346/2","REGISTER 7"
9771,"E08/0349/2","RIGHT"
9772,"E08/0358/2","RIGHT SIDE"
9773,"E08/0366/2","SEEN FROM THE FRONT"
9774,"E08/0363/2","UNDER"
9775,"E08/0381/2","UNDER THE FEET"
9776,"E08/0372/2","UNDER THE HEAD"
9777,"E08/0359/2","UPPER SIDE"
9778,"E08/0354/2","VERSO"
9779,"E08/0035/1","SCENE"
9780,"E08/0045/2","AGRICULTURAL AND HORTICULTURAL SCENE"
9781,"E08/0069/3","APICULTURE/BEE CULTURE"
9782,"E08/0050/3","BREAKING GROUND"
9783,"E08/0057/3","MEASURING THE FIELDS"
9784,"E08/0054/3","FLAX HARVEST"
9785,"E08/0047/3","GARDEN WITH POND"
9786,"E08/0048/3","GLEANING"
9787,"E08/0053/3","HARVESTING"
9788,"E08/0051/3","IRRIGATION"
9789,"E08/0062/3","MEASURING GRAIN"
9790,"E08/0046/3","ORCHARD"
9791,"E08/0060/3","PAPYRUS HARVEST"
9792,"E08/0056/3","PLOUGHING"
9793,"E08/0055/3","PROCESSING OF FLAX"
9794,"E08/0058/3","REAPING"
9795,"E08/0049/3","SOWING"
9796,"E08/0052/3","THRESHING"
9797,"E08/0061/3","TRANSPORT OF PARYRUS"
9798,"E08/0059/3","TRANSPORTING GRAIN"
9799,"E08/0064/3","VITICULTURE"
9800,"E08/0065/4","HARVESTING GRAPES"
9801,"E08/0066/4","PRESSING OF GRAPES"
9802,"E08/0067/4","PRESSING OF WINE"
9803,"E08/0068/4","TRANSPORTING GRAPES"
9804,"E08/0063/3","WINNOWING"
9805,"E08/0311/2","ASTRONOMIC SCENE"
9806,"E08/0307/2","BUILDING SCENE"
9807,"E08/0308/3","CONSTRUCTING"
9808,"E08/0310/3","ERECTING AN OBELISK"
9809,"E08/0309/3","TRANSPORTING AN OBELISK"
9810,"E08/0036/2","CATTLE BREEDING"
9811,"E08/0038/3","ANIMALS COPULATING"
9812,"E08/0037/3","BRANDING CATTLE"
9813,"E08/0044/3","BULLS FIGHTING"
9814,"E08/0043/3","FORCE-FEEDING"
9815,"E08/0039/3","INSPECTING CATTLE"
9816,"E08/0042/3","POULTRY BREEDING"
9817,"E08/0041/3","SUCKLING CALF"
9818,"E08/0040/3","TENDING HERDS"
9819,"E08/0171/2","DIVINE RITUAL SCENE"
9820,"E08/0207/3","ADORATION (dwA-nTr)"
9821,"E08/0209/3","APPEARING FROM THE PALACE"
9822,"E08/0205/3","ATTENDING TO THE CULT STATUE"
9823,"E08/0201/3","BREAKING OF RED POTS"
9824,"E08/0186/3","CONSECRATION OF OFFERINGS"
9825,"E08/0251/3","CONSECRATION OF A TEMPLE"
9826,"E08/0187/3","CULTIC PURIFICATION"
9827,"E08/0188/3","DAILY RITUAL"
9828,"E08/0191/4","BREAKING THE SEAL"
9829,"E08/0190/4","OPENING THE DOOR"
9830,"E08/0189/4","OPENING THE SHRINE"
9831,"E08/0192/4","UNSPECIFIED DAILY RITUAL SCENE"
9832,"E08/0173/3","DIVINE CIRCUMCISION"
9833,"E08/0196/3","DRESSING UP ANIMALS FOR SLAUGHTER"
9834,"E08/0200/3","DRIVING OF FOUR CALVES"
9835,"E08/0174/3","EMBRACING THE GOD"
9836,"E08/0181/3","EXTINGUISHING OF THE TORCH IN MILK"
9837,"E08/0176/3","FOUNDATION CEREMONY"
9838,"E08/0206/3","GIVING LIFE"
9839,"E08/0177/3","HARVEST CEREMONY"
9840,"E08/0178/3","HITTING THE BALL"
9841,"E08/0193/3","LASSOING THE BULL"
9842,"E08/0175/3","LIBATION"
9843,"E08/0180/3","LIGHTING OF THE TORCH"
9844,"E08/0197/3","OFFERING OF THE FIELD"
9845,"E08/0185/3","OFFERING PROCESSION"
9846,"E08/0210/3","OFFERING SCENE"
9847,"E08/0231/4","BRINGING OF THE FOOT (ini.t-rd)"
9848,"E08/0232/4","BURNT OFFERING"
9849,"E08/0211/4","ENDOWMENT OFFERING"
9850,"E08/0238/4","FOUNDATION OFFERING"
9851,"E08/0250/4","LUSTRATION"
9852,"E08/0221/4","OFFERING OF A COLLAR"
9853,"E08/0240/4","OFFERING OF A COW"
9854,"E08/0236/4","OFFERING OF A DRINK"
9855,"E08/0233/4","OFFERING OF A GOOSE"
9856,"E08/0244/4","OFFERING OF A GOAT"
9857,"E08/0214/4","OFFERING OF A LOTUS"
9858,"E08/0249/4","OFFERING OF A MIRROR"
9859,"E08/0242/4","OFFERING OF A NAME"
9860,"E08/0225/4","OFFERING OF A NECKLACE"
9861,"E08/0248/4","OFFERING OF BREAD"
9862,"E08/0220/4","OFFERING OF CLOTHES"
9863,"E08/0239/4","OFFERING OF CLOTHING"
9864,"E08/0224/4","OFFERING OF DESJERET-JARS"
9865,"E08/0246/4","OFFERING OF FIELDS"
9866,"E08/0212/4","OFFERING OF FLOWERS"
9867,"E08/0235/4","OFFERING OF FOOD"
9868,"E08/0218/4","OFFERING OF FRUIT"
9869,"E08/0219/4","OFFERING OF GRAPES"
9870,"E08/0213/4","OFFERING OF HEH"
9871,"E08/0243/4","OFFERING OF INCENSE"
9872,"E08/0230/4","OFFERING OF JEWELLERY"
9873,"E08/0223/4","OFFERING OF LETTUCE"
9874,"E08/0215/4","OFFERING OF MAAT"
9875,"E08/0227/4","OFFERING OF MEDJET-OINTMENT"
9876,"E08/0241/4","OFFERING OF MILK"
9877,"E08/0226/4","OFFERING OF MYRRH"
9878,"E08/0222/4","OFFERING OF ONIONS"
9879,"E08/0229/4","OFFERING OF PAINT"
9880,"E08/0216/4","OFFERING OF PAPYRUS"
9881,"E08/0217/4","OFFERING OF SHEBET"
9882,"E08/0228/4","OFFERING OF TEPET-OIL"
9883,"E08/0247/4","OFFERING OF THE UDJAT-EYE"
9884,"E08/0234/4","OFFERING OF VEGETABLES"
9885,"E08/0237/4","OFFERING OF WINE"
9886,"E08/0245/4","SPRINKLING OF OFFERINGS"
9887,"E08/0183/3","OPENING OF THE MOUTH RITUAL"
9888,"E08/0252/3","PRESENTING A MONUMENT"
9889,"E08/0208/3","PROSTRATION (sn-tA)"
9890,"E08/0182/3","PTAH-SOKAR-OSIRIS RITUAL"
9891,"E08/0172/3","RAISING OF THE DJED-PILLAR"
9892,"E08/0202/3","RAISING UP THE SEHENET"
9893,"E08/0184/3","RUNNING WITH THE OAR"
9894,"E08/0198/3","SENDING OUT TO THE FOUR CARDINAL POINTS"
9895,"E08/0199/3","SHOOTING TO THE FOUR CARDINAL POINTS"
9896,"E08/0195/3","SLAYING OF APOPHIS"
9897,"E08/0194/3","SLAUGHTERING RITUAL"
9898,"E08/0203/3","STRIKING THE WHITE BREAD (sqr)"
9899,"E08/0204/3","TAKING OFF THE GARMENT"
9900,"E08/0179/3","THROWING 4 BALLS"
9901,"E08/0155/2","FESTIVAL/PROCESSIONAL SCENE"
9902,"E08/0158/3","CLIMBING FOR MIN"
9903,"E08/0170/3","ENCIRCLING THE WALLS (OF MEMPHIS)"
9904,"E08/0161/3","FESTIVAL OF APIS"
9905,"E08/0156/3","FESTIVAL OF HORUS AND HATHOR"
9906,"E08/0157/3","FESTIVAL OF MIN"
9907,"E08/0159/3","FESTIVAL OF OPET"
9908,"E08/0160/3","FESTIVAL OF SOKAR"
9909,"E08/0163/3","FESTIVAL OF THE VALLEY"
9910,"E08/0164/3","PROCESSION OF MIN"
9911,"E08/0169/3","PROCESSION OF THE DIVINE STANDARDS"
9912,"E08/0165/3","PROCESSION OF THE ESTATES"
9913,"E08/0166/3","PROCESSION OF THE GODS"
9914,"E08/0168/3","PROCESSION OF THE HATHOR SYMBOL"
9915,"E08/0167/3","RITUAL COURSE"
9916,"E08/0162/3","SED FESTIVAL"
9917,"E08/0074/2","FISHING SCENE"
9918,"E08/0078/3","FISHING WITH A LINE"
9919,"E08/0076/3","FISHING WITH A NET/TRAWL"
9920,"E08/0079/3","FISHING WITH A TRAP"
9921,"E08/0075/3","HARPOONING"
9922,"E08/0077/3","SPEARING FISH"
9923,"E08/0085/2","FOOD PREPARING SCENE"
9924,"E08/0093/3","BAKERY"
9925,"E08/0087/3","BREWING BEER"
9926,"E08/0090/3","COOKING"
9927,"E08/0671/3","GRINDING GRAIN"
9928,"E08/0092/3","DRYING (FISH/MEAT)"
9929,"E08/0086/3","OIL PRESS"
9930,"E08/0088/3","PICKLING"
9931,"E08/0091/3","SLAUGHTERING/BUTCHERY"
9932,"E08/0089/3","TENDING THE FIRE"
9933,"E08/0080/2","FOWLING SCENE"
9934,"E08/0081/3","HUNTING OF BIRDS"
9935,"E08/0082/3","HUNTING OF BIRDS WITH FIXED NET"
9936,"E08/0083/3","HUNTING OF BIRDS WITH FOLDING NET"
9937,"E08/0084/3","HUNTING OF BIRDS WITH THROW-STICK"
9938,"E08/0260/2","FUNERARY RITUAL SCENE"
9939,"E08/0268/3","BRINGING FUNERARY OFFERINGS"
9940,"E08/0269/4","DEFILE OF OFFERING PORTERS"
9941,"E08/0284/3","BURIAL PROCESSION"
9942,"E08/0283/3","BUTIC BURIAL"
9943,"E08/0272/3","EMBALMING"
9944,"E08/0270/3","FAMILY GROUP"
9945,"E08/0271/4","FAMILY PROCESSION"
9946,"E08/0261/3","FUNERARY CENSING"
9947,"E08/0264/3","FUNERARY LIBATION"
9948,"E08/0262/3","FUNERARY LUSTRATION"
9949,"E08/0266/3","FUNERARY MEAL"
9950,"E08/0282/3","FUNERARY MOURNING"
9951,"E08/0273/3","INTERMENT"
9952,"E08/0275/4","FUNERARY NAVIGATION"
9953,"E08/0279/4","MOURNING WOMAN"
9954,"E08/0274/4","OPENING OF THE MOUTH"
9955,"E08/0280/4","RITES IN FRONT OF THE TOMB"
9956,"E08/0281/4","SARCOPHAGUS IN FRONT OF THE TOMB"
9957,"E08/0276/4","TRANSPORT OF SARCOPHAGUS"
9958,"E08/0277/4","TRANSPORT OF STATUES"
9959,"E08/0278/4","TRANSPORT OF TOMB EQUIPMENT"
9960,"E08/0286/3","LIST OF CLOTHING"
9961,"E08/0263/3","MUU-DANCE"
9962,"E08/0267/3","OFFERING TABLE SCENE"
9963,"E08/0265/3","RECITATION OF FUNERARY FORMULA"
9964,"E08/0285/3","TOMB EQUIPMENT"
9965,"E08/0070/2","HUNTING SCENE"
9966,"E08/0072/3","HUNTING WITH HARPOON OR SPEAR"
9967,"E08/0073/3","HUNTING WITH THROW-STICK/BOOMERANG"
9968,"E08/0071/3","NETTING"
9969,"E08/0094/2","INDUSTRIAL SCENE"
9970,"E08/0107/3","BUILDING WORK/BRICK-MAKING"
9971,"E08/0095/3","CARPENTRY"
9972,"E08/0108/3","CHARIOT WORKSHOP"
9973,"E08/0098/3","DYEING/PAINTING"
9974,"E08/0109/3","LEATHER WORKSHOP"
9975,"E08/0104/3","MAKING OF MATS AND CORDAGE"
9976,"E08/0099/3","METALWORKING/GOLDFORGING"
9977,"E08/0100/3","POTTERY"
9978,"E08/0096/3","SCULPTURE"
9979,"E08/0097/4","DRILLING"
9980,"E08/0101/3","SHIPBUILDING"
9981,"E08/0102/4","FABRICATION OF A PAPYRUS BOAT"
9982,"E08/0103/4","FABRICATION OF A WOODEN BOAT"
9983,"E08/0105/3","SPINNING"
9984,"E08/0106/3","WEAVING"
9985,"E08/0110/3","UNSPECIFIED INDUSTRIAL SCENE"
9986,"E08/0117/2","MILITARY SCENE"
9987,"E08/0122/3","ARCHERY"
9988,"E08/0121/3","BATTLE SCENE"
9989,"E08/0125/3","BESIEGING/CAPTURING A FORTRESS"
9990,"E08/0118/3","CHARIOT"
9991,"E08/0124/3","PARADE"
9992,"E08/0120/3","SMITING THE ENEMY"
9993,"E08/0123/3","TRAINING OF SOLDIERS"
9994,"E08/0119/3","TRIUMPH"
9995,"E08/0133/2","MUSIC AND DANCE SCENE"
9996,"E08/0147/3","ACROBATS"
9997,"E08/0146/3","CHEIRONOMY"
9998,"E08/0144/3","CLAPPING"
9999,"E08/0148/3","DANCER"
10000,"E08/0142/3","PLAYING CLARINET"
10001,"E08/0134/3","PLAYING FLUTE"
10002,"E08/0135/3","PLAYING HARP"
10003,"E08/0137/3","PLAYING LUTE"
10004,"E08/0138/3","PLAYING LYRE"
10005,"E08/0141/3","PLAYING OBOE"
10006,"E08/0136/3","PLAYING RATTLE"
10007,"E08/0139/3","PLAYING SISTRUM"
10008,"E08/0140/3","PLAYING TRUMPET"
10009,"E08/0143/3","SINGER"
10010,"E08/0145/3","SNAPPING THE FINGERS"
10011,"E08/0253/2","ROYAL RITUAL SCENE"
10012,"E08/0259/3","BAPTISM OF PHARAOH"
10013,"E08/0254/3","BIRTH LEGEND"
10014,"E08/0256/3","CORONATION OF THE KING"
10015,"E08/0257/3","ESCORT OF THE KING"
10016,"E08/0255/3","INTRODUCTION OF THE KING"
10017,"E08/0258/3","UNIFICATION OF THE TWO LANDS"
10018,"E08/0149/2","SCENE WITH OFFICIAL"
10019,"E08/0150/3","INSPECTION"
10020,"E08/0152/3","INSPECTION OF BOUNDARIES"
10021,"E08/0151/3","MEASURING OF FIELDS"
10022,"E08/0154/3","REWARDING OFFICIALS"
10023,"E08/0153/3","TAX ASSESSMENT"
10024,"E08/0126/2","SPORT AND GAME SCENE"
10025,"E08/0131/3","BALL GAME"
10026,"E08/0127/3","BOARD GAME"
10027,"E08/0132/3","CHILDREN'S GAME"
10028,"E08/0130/3","NAUTICAL JOUSTING"
10029,"E08/0129/3","STICK FIGHTING"
10030,"E08/0128/3","WRESTLING"
10031,"E08/0111/2","TRANSPORT/TRADING"
10032,"E08/0112/3","BOAT ROWING"
10033,"E08/0113/3","BOAT SAILING"
10034,"E08/0114/3","LOADING OR UNLOADING BOATS"
10035,"E08/0116/3","MARKET SCENE"
10036,"E08/0115/3","WEIGHING AND MEASURING"
10037,"E08/0287/2","UNDERWORLD SCENE"
10038,"E08/0298/3","APIS RUN"
10039,"E08/0290/3","COURT OF JUSTICE"
10040,"E08/0300/3","COW COMING OUT OF THE MOUNTAIN"
10041,"E08/0291/3","DECEASED DRINKING"
10042,"E08/0292/3","DECEASED QUENCHED BY THE TREE GODDESS"
10043,"E08/0305/3","FIELD OF RUSHES"
10044,"E08/0299/3","FUNERARY PILGRIMAGE"
10045,"E08/0294/3","GUARD OF THE HEREAFTER"
10046,"E08/0302/3","JOURNEY TO ABYDOS"
10047,"E08/0303/3","JOURNEY TO BUTO"
10048,"E08/0288/3","JUDGEMENT OF THE DEAD"
10049,"E08/0297/3","MOUNDS IN THE HEREAFTER"
10050,"E08/0304/3","OFFERING FIELD"
10051,"E08/0301/3","OSIRIS ENTHRONED"
10052,"E08/0306/3","SEA OF KNIVES"
10053,"E08/0293/3","TRANSFORMATION OF THE DECEASED"
10054,"E08/0289/3","WEIGHING OF THE HEART"
10055,"E08/0296/3","WELCOME OF THE DECEASED"
10056,"E08/0295/3","WORKING IN THE FIELDS IN THE HEREAFTER"
10057,"E08/0312/2","UNSPECIFIED SCENE"
10058,"E08/0313/3","BARBERSHOP"
10059,"E08/0314/3","BIRTH (HUMAN/ANIMAL)"
10060,"E08/0315/3","CIRCUMCISION (HUMAN)"
10061,"E08/0316/3","DIVINE CHILD ON THE LOTUS"
10062,"E08/0317/3","DIVINE ENNEAD"
10063,"E08/0318/3","EROTIC SCENE"
10064,"E08/0319/3","EXPEDITION SCENE"
10065,"E08/0320/3","FAMINE SCENE"
10066,"E08/0321/3","FOLLOWERS OF HORUS"
10067,"E08/0322/3","GODDESS OF HEAVEN"
10068,"E08/0333/3","GRANTING THE GOLD OF HONOUR"
10069,"E08/0323/3","HISTORICAL SCENE"
10070,"E08/0324/3","ILLNESS SCENE"
10071,"E08/0325/3","ISHED TREE"
10072,"E08/0326/3","JOURNEY ON THE RIVER"
10073,"E08/0327/3","JUDICIAL SCENE"
10074,"E08/0328/3","PRAYING SCENE"
10075,"E08/0329/3","PUNISHMENT SCENE"
10076,"E08/0330/3","REPRESENTATION OF A BUILDING"
10077,"E08/0668/4","REPRESENTATION OF A HOUSE"
10078,"E08/0669/4","REPRESENTATION OF A PALACE"
10079,"E08/0670/4","REPRESENTATION OF A TEMPLE"
10080,"E08/0331/3","SEASON SCENE"
10081,"E08/0332/3","SITTING IN THE HALL"
10082,"E08/0334/3","SUCKLING A CHILD"
10083,"E08/0335/3","TOILET SCENE"
10084,"E08/0336/3","WASHING"
10085,"E08/0337/3","WINGED DISK"
10086,"E08/0001/1","SHAPE OF OBJECT"
10087,"E08/0033/2","ANTHROPOMORPHIC"
10088,"E08/0018/2","CIRCULAR"
10089,"E08/0027/2","COMPOSITE"
10090,"E08/0022/2","CONCAVE"
10091,"E08/0021/2","CONICAL"
10092,"E08/0023/2","CONVEX"
10093,"E08/0002/2","CUBIC"
10094,"E08/0032/2","CURVED"
10095,"E08/0020/2","CYLINDRICAL"
10096,"E08/0010/2","FLAT"
10097,"E08/0026/2","HATHOR-SHAPED"
10098,"E08/0008/2","HIGH"
10099,"E08/0030/2","IRREGULAR"
10100,"E08/0025/2","LOTIFORM"
10101,"E08/0009/2","LOW"
10102,"E08/0013/2","MULTI-SIDED"
10103,"E08/0029/2","MUMMIFORM"
10104,"E08/0011/2","ONE-SIDED"
10105,"E08/0019/2","OVAL"
10106,"E08/0028/2","PALMIFORM"
10107,"E08/0024/2","PAPYRIFORM"
10108,"E08/0015/2","POINTED"
10109,"E08/0006/2","POLYGONAL"
10110,"E08/0031/2","PYRAMID-SHAPED"
10111,"E08/0004/2","RECTANGULAR"
10112,"E08/0014/2","ROUND"
10113,"E08/0005/2","SQUARE"
10114,"E08/0007/2","STEPPED"
10115,"E08/0034/2","THERIOMORPHIC"
10116,"E08/0016/2","TRAPEZOID"
10117,"E08/0003/2","TRIANGULAR"
10118,"E08/0012/2","TWO-SIDED"
10119,"E08/0017/2","WITH CORNICE"
10120,"E08/0529/1","VEGETATION"
10121,"E08/0533/2","FLOWER"
10122,"E08/0535/2","FRUIT"
10123,"E08/0536/2","HERB"
10124,"E08/0532/2","PLANT"
10125,"E08/0537/2","SEED"
10126,"E08/0531/2","SHRUB"
10127,"E08/0530/2","TREE"
10128,"E08/0534/2","VEGETABLE"
10129,"E08/0672/2","UNSPECIFIED VEGETATION"
10130,"E09/0015/1","AKKADIAN"
10131,"E09/0011/1","ARABIC"
10132,"E09/0008/1","ARAMAIC"
10133,"E09/0017/1","CARIAN"
10134,"E09/0003/1","COPTIC"
10135,"E09/0002/1","DEMOTIC"
10136,"E09/0001/1","EGYPTIAN"
10137,"E09/0018/1","ETHIOPIAN"
10138,"E09/0019/1","FANCY LANGUAGE"
10139,"E09/0006/1","GREEK"
10140,"E09/0009/1","HEBREW"
10141,"E09/0016/1","HITTITE"
10142,"E09/0007/1","LATIN"
10143,"E09/0004/1","MEROITIC"
10144,"E09/0005/1","OLD NUBIAN"
10145,"E09/0012/1","OLD PERSIAN"
10146,"E09/0013/1","PHOENICIAN"
10147,"E09/0010/1","PROTO-SINAITIC"
10148,"E09/0014/1","SUMERIAN"
10149,"E09/0020/1","SYRIAN"
10150,"E09/0021/1","NOT IDENTIFIED"
10151,"E10/0006/1","ABNORMAL HIERATIC"
10152,"E10/0019/1","ARABIC"
10153,"E10/0017/1","ARAMAIC"
10154,"E10/0025/1","CARIAN"
10155,"E10/0008/1","COPTIC"
10156,"E10/0002/1","CRYPTOGRAPHIC"
10157,"E10/0022/1","CUNEIFORM"
10158,"E10/0013/1","CURSIVE GREEK"
10159,"E10/0004/1","CURSIVE HIEROGLYPHIC"
10160,"E10/0015/1","CURSIVE LATIN"
10161,"E10/0010/1","CURSIVE MEROITIC"
10162,"E10/0007/1","DEMOTIC"
10163,"E10/0026/1","ETHIOPIAN"
10164,"E10/0011/1","GREEK"
10165,"E10/0016/1","HEBREW"
10166,"E10/0005/1","HIERATIC"
10167,"E10/0001/1","HIEROGLYPHIC"
10168,"E10/0023/1","HITTITE"
10169,"E10/0014/1","LATIN"
10170,"E10/0009/1","MEROITIC"
10171,"E10/0024/1","OLD NUBIAN"
10172,"E10/0020/1","OLD PERSIAN"
10173,"E10/0021/1","PHOENICIAN"
10174,"E10/0018/1","PROTO-SINAITIC"
10175,"E10/0003/1","PSEUDO-HIEROGLYPHS"
10176,"E10/0028/1","SYRIAN"
10177,"E10/0012/1","UNCIAL GREEK"
10178,"E10/0027/1","NOT IDENTIFIED"
10179,"E11/0010/1","ANNALS"
10180,"E11/0023/1","BOOK"
10181,"E11/0014/1","CALENDAR"
10182,"E11/0017/1","CAPTION"
10183,"E11/0024/1","COMMEMORATIVE TEXT"
10184,"E11/0008/1","DECREE"
10185,"E11/0025/1","DEDICATION"
10186,"E11/0009/1","DEED"
10187,"E11/0006/1","DRAMATICAL TEXT"
10188,"E11/0002/1","FORMULA"
10189,"E11/0015/1","GLOSS"
10190,"E11/0020/1","GRAFFITO"
10191,"E11/0019/1","INSTRUCTION"
10192,"E11/0016/1","LETTER"
10193,"E11/0012/1","LIST"
10194,"E11/0007/1","NAME AND TITLE"
10195,"E11/0013/1","ONOMASTICON"
10196,"E11/0004/1","PRAYER"
10197,"E11/0003/1","RECIPE"
10198,"E11/0011/1","RECORD"
10199,"E11/0021/1","SECONDARY TEXT OR INSCRIPTION"
10200,"E11/0005/1","SONG"
10201,"E11/0001/1","SPELL"
10202,"E11/0018/1","STORY"
10203,"E11/0022/1","UNSPECIFIED TEXT OR INSCRIPTION"
10204,"E12/0107/1","ADMINISTRATIVE TEXT"
10205,"E12/0108/2","ACCOUNT"
10206,"E12/0114/2","CENSUS LIST"
10207,"E12/0110/2","FISCAL DOCUMENT"
10208,"E12/0113/2","INVENTORY"
10209,"E12/0115/2","LIST OF ESTATES"
10210,"E12/0111/2","LIST OF MATERIALS"
10211,"E12/0112/2","LIST OF NAMES"
10212,"E12/0117/2","LOG BOOK"
10213,"E12/0118/2","NECROPOLIS JOURNAL"
10214,"E12/0116/2","PAYMENT LIST"
10215,"E12/0109/2","RECEIPT"
10216,"E12/0078/1","BIOGRAPHICAL TEXT"
10217,"E12/0151/1","DREAM INTERPRETATION"
10218,"E12/0079/1","EXPEDITION TEXT"
10219,"E12/0001/1","FUNERARY TEXT"
10220,"E12/0005/2","AMDUAT"
10221,"E12/0009/2","BOOK OF BREATHING"
10222,"E12/0007/2","BOOK OF CAVERNS"
10223,"E12/0008/2","BOOK OF DAY AND NIGHT"
10224,"E12/0006/2","BOOK OF GATES"
10225,"E12/0004/2","BOOK OF THE DEAD"
10226,"E12/0010/2","BOOK OF TRAVERSING ETERNITY"
10227,"E12/0003/2","COFFIN TEXTS"
10228,"E12/0012/2","FORMULA Htp-di-nsw.t"
10229,"E12/0014/2","FUNERARY FORMULA"
10230,"E12/0016/3","CANOPIC JAR TEXT"
10231,"E12/0017/3","SCARAB TEXT"
10232,"E12/0015/3","SHABTI TEXT"
10233,"E12/0018/2","FUNERARY LAMENT"
10234,"E12/0013/2","FUNERARY OFFERING LIST"
10235,"E12/0020/2","FUNERARY RITUAL TEXT"
10236,"E12/0021/3","EMBALMMENT RITUAL"
10237,"E12/0023/3","LIBATION TEXT"
10238,"E12/0022/3","OPENING THE MOUTH RITUAL"
10239,"E12/0024/3","RELIGIOUS TOMB SCENE CAPTION"
10240,"E12/0019/2","GLORIFICATION TEXT"
10241,"E12/0011/2","LITANY OF THE SUN"
10242,"E12/0002/2","PYRAMID TEXTS"
10243,"E12/0025/2","UNSPECIFIED FUNERARY TEXT"
10244,"E12/0080/1","GEOGRAPHICAL TEXT"
10245,"E12/0082/2","LIST OF FOREIGN COUNTRIES"
10246,"E12/0081/2","TOPOGRAPHICAL LIST"
10247,"E12/0084/1","LEGAL TEXT"
10248,"E12/0106/2","CADASTRAL DOCUMENT"
10249,"E12/0085/2","CONTRACT"
