SiteID,MediaMasterID,PrimaryDisplay
16,29,0
17,29,1
17,45019,0
17,82455,0
17,82462,0
17,82469,0
17,82478,0
17,82678,0
17,82680,0
17,83280,0
17,83296,0
17,83321,0
17,83430,0
17,83466,0
17,83491,0
17,82447,0
17,82464,0
17,82482,0
17,82483,0
17,82484,0
17,82615,0
17,82616,0
17,82617,0
17,82681,0
17,82682,0
17,82684,0
17,83284,0
17,83420,0
17,83435,0
17,83467,0
17,83502,0
17,83517,0
17,45020,0
17,82441,0
17,82473,0
17,82476,0
17,82490,0
17,82491,0
17,82492,0
17,82676,0
17,83291,0
17,83276,0
17,83308,0
17,83310,0
17,83311,0
17,83428,0
17,83476,0
17,83477,0
17,83426,0
17,83509,0
17,83499,0
17,83490,0
17,82461,0
17,82468,0
17,82486,0
17,82493,0
17,82477,0
17,82677,0
17,83299,0
17,83304,0
17,83438,0
17,83465,0
18,47190,0
18,48033,0
18,59490,0
18,58588,0
18,59208,0
18,52741,0
18,52742,0
18,48062,0
18,47928,1
18,48013,0
18,49064,0
18,49065,0
18,49066,0
18,30,0
18,59469,0
18,48037,0
18,48038,0
18,48039,0
18,47191,0
18,48034,0
18,48066,0
18,48127,0
18,59062,0
18,29,0
19,29,0
19,41236,0
19,41226,0
19,41246,1
19,41210,0
19,41211,0
20,13,0
20,14,0
20,82,0
20,15,0
20,31,0
20,16,0
20,32,0
20,42999,0
20,51,0
20,76,0
20,87,0
20,17,0
20,28,0
20,78,0
20,71,0
20,85,0
20,22540,1
20,58,0
20,56,0
20,25,0
20,90,0
20,91,0
20,55,0
20,21,0
20,24,0
20,88,0
20,89,0
20,8,0
20,35201,0
20,27,0
20,86,0
20,79,0
20,84,0
20,54,0
20,59,0
20,77,0
21,29,1
21,50459,0
22,29,1
23,29,1
23,45024,0
23,45023,0
24,29,1
25,29,1
26,29,0
26,45024,0
26,59336,1
26,59320,0
26,60479,0
26,45025,0
27,58461,0
27,59313,1
27,59356,0
27,60479,0
27,59242,0
27,59336,0
27,29,0
28,29,0
28,45024,0
28,59257,0
28,59336,1
28,59320,0
28,58368,0
28,58298,0
28,60479,0
28,59356,0
28,59313,0
28,59256,0
28,45025,0
29,45025,0
29,59215,0
29,60479,0
29,59225,0
29,59226,0
29,59227,0
29,57148,0
29,59217,0
29,59317,0
29,59336,1
29,59223,0
29,60257,0
29,57149,0
29,59216,0
29,45024,0
29,29,0
30,29,0
30,45024,0
30,59248,0
30,59336,0
30,58368,0
30,58298,0
30,60479,0
30,59313,1
30,59356,0
30,45025,0
31,45025,0
31,60479,0
31,59285,0
31,59336,1
31,29,0
32,29,0
32,59336,1
32,60479,0
32,45025,0
33,49694,0
33,29,1
33,49695,0
34,29,1
35,29,0
35,51274,0
35,58650,0
35,58368,0
35,58298,0
35,45025,0
35,59499,1
35,60479,0
36,59312,0
36,59328,0
36,59377,0
36,59499,1
36,45025,0
36,59337,0
36,51274,0
36,59305,0
36,59375,0
36,29,0
37,29,0
37,51274,0
37,59337,0
37,45025,0
37,59476,1
37,59328,0
37,59312,0
37,59293,0
37,59477,0
37,60463,0
37,60631,0
38,60631,0
38,60463,0
38,59477,0
38,59476,1
38,45025,0
38,29,0
39,29,0
39,45025,0
39,59476,1
39,59477,0
40,59477,0
40,59476,1
40,45025,0
40,29,0
41,29,0
41,59491,0
41,58394,0
41,58567,1
41,45025,0
41,58395,0
41,60515,0
42,60515,0
42,60615,0
42,60616,1
42,59646,0
42,45025,0
42,59486,0
42,59491,0
42,29,0
42,23577,0
43,29,0
43,59480,0
43,59486,1
43,51281,0
43,45025,0
43,59397,0
43,51272,0
43,51271,0
48,50462,0
48,29,1
49,29,1
49,50515,0
49,50517,0
49,50512,0
49,50513,0
49,50498,0
49,50514,0
49,50516,0
50,29,1
51,29,1
51,50466,0
52,29,1
53,29,1
53,58550,0
53,58551,0
54,29,1
55,29,1
56,29,1
56,50463,0
56,50464,0
57,29,1
58,29,1
58,50499,0
58,50498,0
58,50491,0
58,50518,0
58,50519,0
59,50459,0
59,29,1
59,50461,0
59,50460,0
60,29,0
60,50506,0
60,50508,0
60,50015,0
60,52755,0
60,52757,0
60,50507,0
60,50509,0
60,50016,0
60,58636,0
60,52756,0
60,50502,0
60,50503,0
60,50504,0
60,50505,0
60,74369,0
60,74387,0
60,50017,0
60,48248,1
61,59928,0
61,59929,0
61,59758,0
61,58463,0
61,58462,0
61,57394,0
61,29,0
61,60256,0
61,59768,1
62,49223,1
62,49224,0
62,49225,0
62,48855,0
62,29,0
62,59798,0
62,59800,0
62,59799,0
62,48274,0
63,59799,0
63,13834,1
63,29,0
64,29,0
64,13834,1
64,59799,0
65,59799,1
65,29,0
65,74644,0
66,74644,0
66,29,1
67,29,1
68,29,0
68,13834,1
69,13834,0
69,59799,0
69,14007,0
69,12869,0
69,12871,1
69,29,0
69,12870,0
70,29,1
71,29,1
72,29,0
72,13834,1
73,29,1
73,74828,0
74,29,1
74,58462,0
74,58463,0
75,58463,0
75,58462,0
75,29,1
76,29,1
77,29,0
77,50474,1
77,50476,0
77,50510,0
77,50473,0
77,50475,0
77,58636,0
78,74366,0
78,45025,0
78,58649,1
78,29,0
79,29,1
80,29,1
80,50436,0
81,29,0
81,58571,0
81,45024,1
82,29,1
83,29,1
83,50440,0
83,49693,0
83,49692,0
83,50437,0
83,50438,0
83,50554,0
83,50555,0
83,50435,0
84,50468,0
84,50469,0
84,29,1
85,29,1
86,29,1
87,29,1
88,29,1
88,50433,0
88,49691,0
88,50520,0
88,50432,0
89,29,1
91,29,1
92,29,1
92,50433,0
92,49691,0
92,49692,0
93,50431,0
93,49690,0
93,29,1
93,50432,0
93,49689,0
94,29,1
95,29,1
95,50442,0
95,50467,0
95,50466,0
95,74630,0
96,50471,0
96,60265,0
96,50472,1
96,29,0
96,60287,0
96,74560,0
97,74676,0
97,29,0
97,58673,1
97,74656,0
97,74667,0
97,74350,0
97,74675,0
98,29,1
99,29,1
100,29,1
101,29,1
102,29,1
103,29,1
104,29,1
105,29,1
105,50501,0
106,50519,0
106,50491,0
106,50500,0
106,29,1
106,50492,0
107,50551,0
107,49695,0
107,29,1
107,50446,0
107,49694,0
107,50450,0
107,50548,0
107,50550,0
107,50452,0
108,50466,0
108,50443,0
108,50444,0
108,29,1
108,50465,0
109,29,1
109,49693,0
109,49692,0
109,50434,0
109,50554,0
110,29,1
111,29,1
111,50458,0
111,50460,0
111,50461,0
111,50459,0
112,29,1
113,29,0
113,60157,1
114,29,1
115,29,1
116,29,1
117,29,1
118,29,1
119,29,1
120,29,1
121,29,1
122,29,1
123,29,0
123,60622,0
123,60649,1
123,58976,0
124,50457,1
124,50545,0
124,50546,0
124,29,0
124,50549,0
124,49697,0
125,29,0
125,50428,1
125,50429,0
125,50430,0
125,60649,0
125,74734,0
126,29,1
127,29,0
127,49695,0
127,50551,0
127,50454,0
127,50455,1
127,50466,0
127,50550,0
127,49696,0
128,50550,0
128,50548,0
128,50466,0
128,50448,1
128,50451,0
128,50551,0
128,50449,0
128,49695,0
128,29,0
128,50446,0
129,50446,0
129,49693,0
129,49694,0
129,29,0
129,49695,0
129,50447,0
129,50553,1
129,50466,0
130,29,1
131,29,1
132,29,0
132,50465,0
132,50444,0
132,50466,1
133,29,1
134,29,1
135,29,1
135,50440,0
135,49693,0
135,49692,0
135,50441,0
135,50438,0
135,50437,0
135,50436,0
135,50554,0
135,50435,0
136,50426,0
136,50427,0
136,50477,0
136,29,1
137,29,1
137,50440,0
137,50435,0
137,50470,0
137,50441,0
138,29,1
139,29,1
140,29,1
141,29,1
142,29,1
143,29,1
144,29,1
145,29,1
145,50547,0
145,49695,0
145,49697,0
146,29,1
146,74345,0
147,29,1
148,29,1
149,29,1
150,29,1
151,29,1
152,29,1
153,29,1
154,29,1
155,29,1
156,29,1
156,49695,0
156,49694,0
157,58468,0
157,58467,0
157,58514,0
157,45025,0
157,58491,1
157,58490,0
157,58492,0
157,58493,0
158,29,1
159,29,1
160,29,1
161,29,1
162,29,1
163,29,0
163,45024,0
163,58807,1
164,45024,0
164,29,1
165,29,1
166,29,1
167,49504,0
167,49506,0
167,49511,0
167,48059,0
167,48027,0
167,47968,0
167,49507,0
167,49508,0
167,49509,0
167,49510,0
167,48004,0
167,48005,0
167,47969,0
167,47970,0
167,47971,0
167,48073,0
167,48071,0
167,46549,0
167,8,0
167,47911,0
167,47912,0
167,47913,0
167,47914,0
167,47995,0
167,47996,0
167,31,1
167,80,0
167,22525,0
167,22526,0
167,46570,0
167,22524,0
167,49503,0
167,49505,0
167,47994,0
167,48060,0
167,48074,0
168,48069,0
168,48015,0
168,52738,0
168,81,0
168,49106,0
168,53385,0
168,52849,0
168,52736,0
168,48016,0
168,48066,0
168,52737,0
168,29,0
168,70,1
169,12429,0
169,29,0
169,13388,1
169,16898,0
169,16773,0
169,40698,0
169,40046,0
169,40053,0
169,35207,0
169,11304,0
169,40649,0
169,40650,0
169,40651,0
169,40652,0
169,40701,0
169,40700,0
169,40048,0
169,40098,0
169,40099,0
169,12430,0
169,12431,0
169,35209,0
169,52758,0
169,13389,0
169,12428,0
169,40045,0
169,40047,0
169,40052,0
169,40097,0
169,40111,0
169,40699,0
169,35206,0
169,35208,0
170,35215,0
170,35217,0
170,40690,0
170,40656,0
170,40054,0
170,12419,0
170,13380,0
170,13382,0
170,35210,0
170,35211,0
170,35212,0
170,35213,0
170,40057,0
170,40092,0
170,12750,0
170,12916,0
170,12917,0
170,13334,0
170,13335,0
170,11663,0
170,11664,0
170,11665,0
170,11696,0
170,49,0
170,13383,1
170,40100,0
170,40653,0
170,35218,0
170,12959,0
170,12960,0
170,13041,0
170,35216,0
170,40062,0
170,13381,0
170,29,0
171,29,0
171,10046,0
171,13304,0
171,13315,0
171,13340,0
171,40062,0
171,40696,0
171,40657,0
171,40687,0
171,35223,0
171,13341,0
171,11721,0
171,11722,0
171,9567,0
171,35219,0
171,35220,0
171,35221,0
171,40686,0
171,40100,0
171,40064,0
171,14237,0
171,15108,1
171,49,0
171,11562,0
171,40092,0
171,40057,0
171,40056,0
171,40059,0
171,40058,0
171,40660,0
171,13314,0
171,15109,0
171,9568,0
171,40054,0
171,40086,0
171,40656,0
171,40654,0
171,40690,0
171,35222,0
172,35224,0
172,35231,0
172,35233,0
172,40690,0
172,40688,0
172,40656,0
172,40663,0
172,40063,0
172,40061,0
172,40054,0
172,11483,0
172,14266,0
172,14443,0
172,13312,0
172,14084,0
172,13382,0
172,13380,0
172,13725,0
172,13889,0
172,14048,0
172,74364,0
172,40660,0
172,40658,0
172,40661,0
172,40659,0
172,40090,0
172,40059,0
172,40056,0
172,40057,0
172,40092,0
172,40091,0
172,35226,0
172,35227,0
172,35228,0
172,35229,0
172,11461,0
172,13316,0
172,13317,0
172,49,0
172,14270,0
172,13383,0
172,14236,0
172,14068,0
172,40064,0
172,40065,0
172,40066,0
172,40100,0
172,40084,0
172,40686,0
172,35235,0
172,35236,0
172,35237,0
172,28601,0
172,13342,0
172,13343,0
172,13311,0
172,14264,0
172,13726,0
172,13727,0
172,13744,0
172,13845,0
172,13893,0
172,20695,0
172,15750,0
172,35225,0
172,35230,0
172,35232,0
172,35234,0
172,40680,0
172,40657,0
172,40655,0
172,40062,0
172,40055,0
172,40060,0
172,40080,0
172,40085,0
172,25622,0
172,13313,0
172,13304,0
172,13306,0
172,14265,0
172,13381,0
172,13865,0
172,11459,0
172,11484,0
172,14047,1
172,29,0
173,29,0
173,13381,0
173,14265,0
173,13304,0
173,40080,0
173,40060,0
173,40657,0
173,40680,0
173,35239,0
173,35241,0
173,57392,0
173,60066,0
173,58803,0
173,58805,0
173,45024,0
173,14264,0
173,35238,0
173,40066,0
173,40065,0
173,40064,0
173,14068,1
173,13383,0
173,15856,0
173,49,0
173,13302,0
173,13303,0
173,12751,0
173,9673,0
173,35243,0
173,35244,0
173,35245,0
173,35246,0
173,40056,0
173,40059,0
173,40090,0
173,40661,0
173,40658,0
173,40660,0
173,57393,0
173,58804,0
173,58806,0
173,18269,0
173,13380,0
173,13382,0
173,14084,0
173,14266,0
173,40663,0
173,35240,0
173,35242,0
174,35247,0
174,35249,0
174,40663,0
174,13891,0
174,12403,0
174,12376,0
174,9920,0
174,14048,0
174,40658,0
174,40661,0
174,11478,0
174,11479,0
174,11480,0
174,11481,0
174,12749,0
174,49,0
174,40065,0
174,40066,0
174,35251,0
174,35252,0
174,35253,0
174,13845,0
174,9917,0
174,9918,0
174,12374,0
174,12375,0
174,12405,0
174,35248,0
174,35250,0
174,40680,0
174,40662,0
174,40060,0
174,40080,0
174,13306,0
174,9919,0
174,14047,1
174,29,0
174,12404,0
175,12420,1
175,29,0
175,35255,0
175,35257,0
175,35254,0
175,49,0
175,12421,0
175,13305,0
175,35256,0
176,49,1
176,29,0
177,29,0
177,14047,0
177,13381,0
177,13865,0
177,11457,0
177,14265,0
177,14465,0
177,35259,0
177,35264,0
177,35266,0
177,40664,0
177,40067,0
177,40068,0
177,40666,0
177,40667,0
177,40668,0
177,13845,0
177,13893,0
177,14264,0
177,13278,0
177,13308,0
177,13309,0
177,13208,0
177,49,0
177,14270,0
177,14271,1
177,13383,0
177,14068,0
177,14085,0
177,40074,0
177,35260,0
177,35261,0
177,35262,0
177,35263,0
177,35258,0
177,35265,0
177,35267,0
177,40665,0
177,40670,0
177,40072,0
177,13307,0
177,13282,0
177,13207,0
177,14084,0
177,13891,0
177,13382,0
177,13380,0
177,14266,0
177,14468,0
177,14048,0
178,21695,0
178,14468,0
178,12944,0
178,13207,0
178,40079,0
178,40188,0
178,13870,0
178,49,0
178,13208,1
178,40669,0
178,35268,0
178,35269,0
178,35270,0
178,35271,0
178,40673,0
178,40773,0
178,40071,0
178,40189,0
178,14465,0
178,12945,0
178,29,0
179,29,0
179,13279,0
179,13281,0
179,14265,0
179,11457,0
179,13865,0
179,13381,0
179,9939,0
179,14047,0
179,40671,0
179,35273,0
179,35275,0
179,40667,0
179,40067,0
179,13310,0
179,13278,0
179,11456,0
179,14264,0
179,13893,0
179,13845,0
179,12424,0
179,21331,0
179,23471,1
179,49,0
179,9943,0
179,13383,0
179,14068,0
179,14270,0
179,35276,0
179,40074,0
179,40072,0
179,40670,0
179,35272,0
179,35274,0
179,13282,0
179,13280,0
179,14084,0
179,13891,0
179,13380,0
179,13382,0
179,14266,0
179,14048,0
180,13891,0
180,13889,0
180,14109,0
180,13282,0
180,13287,0
180,13289,0
180,13262,0
180,12764,0
180,11467,0
180,35281,0
180,40672,0
180,40077,0
180,40073,0
180,40093,0
180,35277,0
180,35278,0
180,35279,0
180,35280,0
180,23578,0
180,14270,0
180,14238,0
180,9942,0
180,12765,0
180,13283,0
180,13284,0
180,13285,0
180,13286,0
180,49,0
180,40692,0
180,13893,0
180,11456,0
180,13291,0
180,13292,0
180,13293,0
180,13260,0
180,13261,0
180,14110,1
180,40081,0
180,40082,0
180,40683,0
180,35282,0
180,11457,0
180,13288,0
180,13290,0
180,13195,0
180,14108,0
180,29,0
180,12763,0
181,12368,0
181,12370,0
181,11273,0
181,11275,0
181,11282,0
181,29,0
181,14108,0
181,14090,0
181,14097,0
181,13195,0
181,13206,0
181,13213,0
181,13215,0
181,13220,0
181,13222,0
181,13197,0
181,13238,0
181,13240,0
181,14467,0
181,11457,0
181,10814,0
181,10816,0
181,13865,0
181,13817,0
181,13822,0
181,13747,0
181,14051,0
181,14065,0
181,35284,0
181,35289,0
181,35291,0
181,40673,0
181,40712,0
181,40773,0
181,40069,0
181,40078,0
181,18268,0
181,43874,0
181,60700,0
181,60893,0
181,60895,0
181,40683,0
181,40667,0
181,40669,0
181,40067,0
181,40049,0
181,35285,0
181,35286,0
181,35287,0
181,35288,0
181,35786,0
181,35787,0
181,35788,0
181,35789,0
181,14095,1
181,14096,0
181,13208,0
181,13210,0
181,13211,0
181,13224,0
181,13225,0
181,13241,0
181,13194,0
181,11456,0
181,11706,0
181,11707,0
181,10353,0
181,13893,0
181,13894,0
181,13845,0
181,12506,0
181,12507,0
181,12339,0
181,12340,0
181,12341,0
181,12342,0
181,11271,0
181,11272,0
181,11322,0
181,15835,0
181,60888,0
181,60889,0
181,60890,0
181,60891,0
181,40692,0
181,40674,0
181,40675,0
181,40676,0
181,40677,0
181,40678,0
181,40777,0
181,60897,0
181,60898,0
181,60696,0
181,60697,0
181,60698,0
181,60699,0
181,49,0
181,13199,0
181,13200,0
181,13201,0
181,13216,0
181,13218,0
181,13219,0
181,13234,0
181,13235,0
181,13236,0
181,13002,0
181,12534,0
181,12433,0
181,12367,0
181,11448,0
181,11280,0
181,13818,0
181,13819,0
181,13820,0
181,13821,0
181,13903,0
181,13904,0
181,14068,0
181,14086,0
181,14087,0
181,14088,0
181,14070,0
181,14071,0
181,14270,0
181,14252,0
181,14472,0
181,11899,0
181,14053,0
181,40074,0
181,40075,0
181,40076,0
181,40077,0
181,40079,0
181,40072,0
181,40120,0
181,40070,0
181,40672,0
181,40679,0
181,40670,0
181,35283,0
181,35290,0
181,11274,0
181,11276,0
181,11281,0
181,11283,0
181,11285,0
181,11449,0
181,92,0
181,9954,0
181,12369,0
181,12505,0
181,9672,0
181,13237,0
181,13239,0
181,13282,0
181,13207,0
181,13212,0
181,13214,0
181,13221,0
181,13223,0
181,13198,0
181,13205,0
181,14109,0
181,14089,0
181,14091,0
181,10817,0
181,13891,0
181,13816,0
181,14468,0
181,60892,0
181,60894,0
181,60896,0
182,12087,0
182,13632,0
182,9945,0
182,13891,0
182,13889,0
182,12394,0
182,11467,0
182,11483,0
182,11485,0
182,14048,0
182,35292,0
182,35297,0
182,35299,0
182,40663,0
182,40681,0
182,40672,0
182,40077,0
182,40073,0
182,40093,0
182,35293,0
182,35294,0
182,35295,0
182,35296,0
182,24750,0
182,23578,0
182,13634,0
182,13635,0
182,13636,0
182,12380,0
182,12381,0
182,12382,0
182,12383,0
182,12865,0
182,49,0
182,40661,0
182,40692,0
182,40658,0
182,12088,0
182,12392,0
182,13845,0
182,9915,0
182,13609,0
182,13610,0
182,11486,0
182,11487,0
182,11488,0
182,13175,0
182,13176,0
182,13191,0
182,35301,0
182,35302,0
182,40050,0
182,40066,0
182,40082,0
182,40081,0
182,40065,0
182,40683,0
182,21217,0
182,40080,0
182,40060,0
182,40680,0
182,35298,0
182,35300,0
182,14047,0
182,13608,0
182,13631,0
182,13633,0
182,9921,0
182,9946,0
182,10505,0
182,11484,0
182,11482,0
182,13306,1
182,29,0
182,12379,0
182,12384,0
182,12393,0
182,12395,0
183,12413,0
183,12377,0
183,12359,0
183,12361,0
183,12363,0
183,12511,0
183,11282,0
183,11275,0
183,29,0
183,13245,0
183,13815,0
183,14083,0
183,14201,0
183,11484,0
183,11468,0
183,10680,0
183,13540,0
183,12118,0
183,14049,0
183,13892,0
183,12218,0
183,35307,0
183,35309,0
183,35314,0
183,35316,0
183,40121,0
183,21292,0
183,60702,0
183,60775,0
183,60777,0
183,60779,0
183,60784,0
183,60786,0
183,40683,0
183,40081,0
183,40082,0
183,40083,0
183,40115,0
183,35303,0
183,35304,0
183,35305,0
183,35318,0
183,35319,0
183,35320,0
183,13274,0
183,13275,0
183,13276,0
183,13277,0
183,13244,0
183,14111,1
183,14112,0
183,14113,0
183,13845,0
183,12358,0
183,11322,0
183,11286,0
183,11287,0
183,21330,0
183,60788,0
183,60704,0
183,60705,0
183,40692,0
183,60780,0
183,60781,0
183,60782,0
183,60783,0
183,49,0
183,12866,0
183,12867,0
183,13250,0
183,12364,0
183,12365,0
183,12366,0
183,12414,0
183,11280,0
183,11448,0
183,11461,0
183,10126,0
183,13888,0
183,10694,0
183,12213,0
183,12214,0
183,12215,0
183,12216,0
183,14252,0
183,14254,0
183,23578,0
183,35310,0
183,35311,0
183,35312,0
183,35313,0
183,40093,0
183,40140,0
183,40073,0
183,40077,0
183,40672,0
183,35306,0
183,35308,0
183,35315,0
183,35317,0
183,11483,0
183,11467,0
183,11460,0
183,11449,0
183,11285,0
183,11283,0
183,11281,0
183,11276,0
183,12378,0
183,12360,0
183,12362,0
183,13889,0
183,13848,0
183,13539,0
183,13816,0
183,10665,0
183,10681,0
183,12217,0
183,14082,0
183,60701,0
183,60703,0
183,60776,0
183,60778,0
183,60785,0
183,60787,0
185,13889,0
185,11458,0
185,11483,0
185,21638,0
185,35322,0
185,35324,0
185,35331,0
185,40086,0
185,40061,0
185,40063,0
185,40095,0
185,40091,0
185,35326,0
185,35327,0
185,35328,0
185,35329,0
185,35330,0
185,21141,0
185,11563,0
185,13318,0
185,13319,0
185,40659,0
185,40694,0
185,12089,0
185,12090,0
185,13495,0
185,13442,0
185,35321,0
185,40084,0
185,40684,0
185,40685,0
185,40686,0
185,40085,0
185,40096,0
185,40696,0
185,40689,0
185,35323,0
185,35325,0
185,13497,0
185,11459,0
185,11484,1
185,13320,0
185,29,0
186,29,0
186,12986,0
186,13313,0
186,13338,0
186,14240,0
186,11477,0
186,11859,0
186,12009,0
186,12011,0
186,12025,0
186,9948,0
186,13381,0
186,13865,0
186,12252,0
186,12254,0
186,35332,0
186,35334,0
186,35339,0
186,35341,0
186,40689,0
186,40687,0
186,40655,0
186,40657,0
186,40085,0
186,40062,0
186,18268,0
186,40686,0
186,40685,0
186,40684,0
186,40084,0
186,40100,0
186,40064,0
186,35335,0
186,35336,0
186,35337,0
186,35338,0
186,13896,0
186,13893,0
186,12255,0
186,12256,0
186,12257,0
186,21481,0
186,21482,0
186,21464,0
186,60790,0
186,40694,0
186,40659,0
186,40691,0
186,40660,0
186,13336,0
186,12984,0
186,12985,0
186,12665,0
186,11564,0
186,11461,0
186,9673,1
186,49,0
186,14253,0
186,12250,0
186,14239,0
186,13383,0
186,21657,0
186,35343,0
186,35344,0
186,35345,0
186,35346,0
186,40091,0
186,40092,0
186,40059,0
186,40090,0
186,40057,0
186,40095,0
186,40063,0
186,40061,0
186,40086,0
186,40054,0
186,40688,0
186,40690,0
186,40656,0
186,40654,0
186,35333,0
186,35340,0
186,35342,0
186,35347,0
186,18269,0
186,11508,0
186,11465,0
186,9672,0
186,13380,0
186,13382,0
186,13337,0
186,13339,0
186,12251,0
186,12253,0
186,14443,0
186,12051,0
186,12010,0
188,15145,0
188,15170,0
188,13296,0
188,13298,0
188,13321,0
188,13323,0
188,13246,0
188,13889,0
188,9672,0
188,12453,0
188,9938,0
188,11458,0
188,11460,0
188,9563,0
188,13973,0
188,35349,0
188,35351,0
188,35356,0
188,35358,0
188,35365,0
188,40695,0
188,40697,0
188,40672,0
188,40077,0
188,40063,0
188,40095,0
188,60876,0
188,60878,0
188,40058,0
188,40073,0
188,40093,0
188,35360,0
188,35361,0
188,35362,0
188,35363,0
188,13888,0
188,11996,0
188,11997,0
188,14253,0
188,15139,0
188,15190,0
188,49,0
188,9589,0
188,10126,0
188,11461,0
188,11462,0
188,11463,0
188,11464,0
188,11445,0
188,13299,0
188,13300,0
188,13301,0
188,13250,0
188,40693,0
188,40692,0
188,40694,0
188,60880,0
188,21483,0
188,13896,0
188,13443,0
188,13444,0
188,9900,0
188,9949,0
188,9950,0
188,14444,0
188,13325,0
188,13326,0
188,11322,0
188,12422,0
188,12423,0
188,9566,0
188,35352,0
188,35353,0
188,35354,0
